0	-2.74976  	 (-0.00000  )
1	-1.10151  	 (0.00000   )
2	-1.10151  	 (-0.00000  )
3	-1.10150  	 (0.00000   )
4	-2.17384  	 (-0.00000  )
5	-2.17447  	 (-0.00000  )
6	-2.17419  	 (0.00000   )
7	-0.38211  	 (0.00000   )
8	-0.38279  	 (-0.00000  )
9	-0.38374  	 (0.00000   )
10	-1.45024  	 (-0.00000  )
11	-1.45030  	 (0.00000   )
12	-1.45026  	 (0.00000   )
13	-1.61088  	 (0.00000   )
14	-1.61093  	 (0.00000   )
15	-0.26445  	 (-0.00000  )
16	-0.26761  	 (0.00000   )
17	-0.26761  	 (-0.00000  )
18	-0.26736  	 (0.00000   )
19	0.07233   	 (-0.00000  )
20	-1.36288  	 (0.00000   )
21	-1.36285  	 (-0.00000  )
22	-1.01718  	 (0.00000   )
23	-1.01718  	 (-0.00000  )
24	-1.01713  	 (0.00000   )
25	-2.18585  	 (-0.00000  )
26	-2.18587  	 (0.00000   )
27	-2.18589  	 (-0.00000  )
28	-1.79006  	 (-0.00000  )
29	-1.78971  	 (0.00000   )
30	-1.78907  	 (0.00000   )
31	-0.91097  	 (-0.00000  )
32	-0.91018  	 (0.00000   )
33	-1.79612  	 (-0.00000  )
34	-1.06347  	 (0.00000   )
35	-1.06615  	 (0.00000   )
36	-0.47425  	 (0.00000   )
37	-0.47467  	 (-0.00000  )
38	-0.47495  	 (0.00000   )
39	-0.66212  	 (0.00000   )
40	-0.66303  	 (0.00000   )
41	-0.66218  	 (0.00000   )
42	-1.76086  	 (0.00000   )
43	-1.53867  	 (-0.00000  )
44	-1.53814  	 (0.00000   )
45	-1.53940  	 (-0.00000  )
46	-1.14425  	 (-0.00000  )
47	-1.13676  	 (-0.00000  )
48	-1.09486  	 (0.00000   )
49	-0.75706  	 (-0.00000  )
50	-0.74301  	 (-0.00000  )
51	-0.78199  	 (0.00000   )
52	-2.17842  	 (-0.00000  )
53	-2.07240  	 (-0.00000  )
54	-2.07267  	 (-0.00000  )
55	-2.07295  	 (0.00000   )
56	-1.08851  	 (-0.00000  )
57	-1.08943  	 (0.00000   )
58	-0.51618  	 (0.00000   )
59	-0.51759  	 (0.00000   )
60	-0.53069  	 (-0.00000  )
61	-2.38699  	 (-0.00000  )
62	-2.38314  	 (0.00000   )
63	-2.37226  	 (-0.00000  )
64	-1.47194  	 (0.00000   )
65	-1.50450  	 (0.00000   )
66	-1.50502  	 (-0.00000  )
67	-1.50510  	 (-0.00000  )
68	-1.40506  	 (0.00000   )
69	-1.39405  	 (0.00000   )
70	-1.40572  	 (-0.00000  )
71	-0.65117  	 (0.00000   )
72	-0.61327  	 (-0.00000  )
73	-0.60390  	 (0.00000   )
74	0.49338   	 (-0.00000  )
75	-1.37875  	 (0.00000   )
76	-1.37781  	 (-0.00000  )
77	0.11163   	 (-0.00000  )
78	0.11126   	 (0.00000   )
79	0.10701   	 (-0.00000  )
80	-1.65045  	 (-0.00000  )
81	-0.53312  	 (-0.00000  )
82	-0.53455  	 (0.00000   )
83	-0.53678  	 (0.00000   )
84	-0.26995  	 (-0.00000  )
85	-0.26921  	 (0.00000   )
86	-0.26958  	 (-0.00000  )
87	0.31034   	 (0.00000   )
88	0.31048   	 (0.00000   )
89	0.31101   	 (-0.00000  )
90	-0.60746  	 (-0.00000  )
91	-0.60489  	 (-0.00000  )
92	0.42946   	 (0.00000   )
93	0.42833   	 (-0.00000  )
94	-1.46195  	 (0.00000   )
95	1.14818   	 (0.00000   )
96	1.14811   	 (0.00000   )
