0 39 0.00001658 0.088774754291 0.00000000 0.00000583 -0.00000073 -0.00000439 -0.00000355 0.00000453 0.00001371
0 40 0.00000941 0.088774754298 0.00000000 -0.00000074 0.00000440 -0.00000158 -0.00000204 0.00000787 -0.00000033
0 41 0.25022857 0.092738576520 0.00387118 -0.18745202 -0.06355830 0.00248852 0.08632254 0.07146278 0.10426751
0 42 0.30585176 0.092738576710 0.00578351 0.09296411 0.00915877 0.04880223 0.08127350 0.19814519 -0.19123424
0 43 0.20850515 0.093029257878 0.00269626 -0.01950639 0.07843935 -0.10561853 0.00802104 -0.04754032 -0.15317139
0 44 0.24918851 0.093029258150 0.00385110 -0.11394531 -0.19988088 0.03513212 0.06261322 -0.05751676 -0.02638481
0 45 0.31435334 0.093422399078 0.00615454 0.07575966 0.05902239 0.25023063 -0.07396026 0.03252445 0.14300883
1 39 0.00001021 0.088774753942 0.00000000 0.00000083 -0.00000280 0.00000160 -0.00000173 -0.00000934 -0.00000172
1 40 0.00001418 0.088774753949 0.00000000 -0.00000218 0.00000021 0.00000079 -0.00000103 0.00000891 -0.00001074
1 41 0.30585194 0.092738576171 0.00578351 0.01496410 -0.09221191 -0.06606614 -0.06798704 0.23562738 -0.14251741
1 42 0.25022889 0.092738576362 0.00387119 -0.01340901 -0.19748341 0.08279235 0.02452805 0.08247033 0.09579897
1 43 0.24919288 0.093029257529 0.00385123 -0.22984573 -0.01036705 0.07175537 0.00271955 -0.04969670 -0.03917349
1 44 0.20851055 0.093029257801 0.00269640 -0.06096116 0.05311787 0.04100980 0.09765421 0.15800497 -0.02748017
1 45 0.24024466 0.093422398729 0.00359474 -0.21290947 -0.05366504 -0.00233268 -0.04270994 0.01111608 0.08691356
2 39 0.00001013 0.088689737800 0.00000000 -0.00000254 -0.00000508 0.00000064 0.00000330 0.00000395 0.00000658
2 40 0.00001335 0.088689737806 0.00000000 0.00000204 0.00000076 0.00000137 -0.00000040 0.00000647 -0.00001139
2 41 0.16014807 0.092653560029 0.00158422 0.06654337 0.02264542 -0.03979356 0.01023265 -0.09031955 0.10421473
2 42 0.18402236 0.092653560219 0.00209176 0.01329832 0.05906369 0.06002254 -0.01844124 -0.11429232 0.11486228
2 43 0.29065295 0.092944241387 0.00523457 0.10616716 -0.12631398 0.01625768 -0.00981100 0.18241323 0.15367919
2 44 0.09882457 0.092944241658 0.00060515 0.07775378 0.01017339 0.02674607 0.00528994 -0.01285314 0.05204429
2 45 0.35579684 0.093337382587 0.00787714 -0.15632858 0.14681974 0.18548214 -0.19800461 -0.04090048 -0.07290016
3 39 0.00000435 0.088611270453 0.00000000 -0.00000073 0.00000003 -0.00000069 0.00000134 0.00000014 0.00000402
3 40 0.00000815 0.088611270460 0.00000000 0.00000245 0.00000452 -0.00000396 -0.00000169 0.00000377 -0.00000270
3 41 0.20052065 0.092575092682 0.00248154 -0.07542607 -0.00670356 0.03190554 -0.08716022 -0.11059230 -0.11674321
3 42 0.26243280 0.092575092873 0.00425049 0.03348003 -0.03330887 -0.16007767 -0.09610936 -0.06497755 0.16600190
3 43 0.37082732 0.092865774040 0.00851349 -0.04417978 0.04745839 0.17645396 -0.12544338 -0.13139971 -0.26300346
3 44 0.32912818 0.092865774312 0.00670648 -0.06285315 -0.02632461 -0.09955709 -0.14657058 -0.18392606 0.19610841
3 45 0.18152847 0.093258915240 0.00204875 0.01494787 0.00243698 0.13642468 -0.07545324 -0.03934876 -0.08288545
4 39 0.00000458 0.088611270280 0.00000000 -0.00000305 0.00000215 0.00000199 0.00000076 0.00000141 0.00000072
4 40 0.00000380 0.088611270287 0.00000000 -0.00000247 -0.00000046 0.00000210 -0.00000186 -0.00000040 -0.00000021
4 41 0.26244238 0.092575092509 0.00425080 -0.04513526 0.01390210 -0.00957991 -0.18647576 0.17706987 0.02065948
4 42 0.20050514 0.092575092699 0.00248116 -0.02953126 0.06972828 0.09192364 0.01281179 0.05104399 0.15247490
4 43 0.32912397 0.092865773867 0.00670631 0.04067152 0.05468027 0.16621081 0.06136440 -0.14609879 0.22570336
4 44 0.37081971 0.092865774139 0.00851315 0.03544549 -0.05430382 -0.07930300 0.20144509 -0.28689188 -0.06423342
4 45 0.08586051 0.093258915067 0.00045834 0.06611675 0.05177584 0.00645425 -0.01456239 -0.00806834 0.00102323
5 39 0.00001708 0.087111576239 0.00000000 -0.00000089 0.00000429 0.00000057 -0.00000243 -0.00001058 0.00001242
5 40 0.00001172 0.087111576245 0.00000000 0.00000837 -0.00000019 0.00000100 0.00000545 0.00000601 0.00000052
5 41 0.12549826 0.091075398467 0.00095628 0.07450913 0.06388723 0.01369153 0.06509728 0.03377269 -0.02347159
5 42 0.11016800 0.091075398658 0.00073692 -0.02010386 -0.00854429 -0.01336070 0.03821773 0.09490993 0.03182484
5 43 0.26512843 0.091366079826 0.00428160 -0.22299765 -0.00941230 -0.08135304 -0.10608992 -0.02804630 0.04262114
5 44 0.17694874 0.091366080097 0.00190717 0.07623876 -0.03405291 0.06251423 0.13583858 0.04065763 0.01804759
5 45 0.37480115 0.091759221025 0.00859331 0.17712535 0.01695410 -0.20420682 -0.06587067 0.10291606 -0.22843814
6 39 0.00000731 0.087111576235 0.00000000 -0.00000006 0.00000180 -0.00000112 -0.00000055 -0.00000345 -0.00000606
6 40 0.00002231 0.087111576241 0.00000000 -0.00000116 -0.00000542 -0.00001050 -0.00000440 -0.00000502 -0.00001767
6 41 0.11017701 0.091075398464 0.00073704 -0.00599360 0.02105827 -0.03812399 -0.01358166 0.03482686 -0.09385515
6 42 0.12542135 0.091075398654 0.00095511 0.00297713 0.09805420 0.04202676 0.05147700 -0.03947022 0.01153247
6 43 0.17698692 0.091366079822 0.00190799 -0.02989173 0.07798560 0.13902903 0.05515727 0.02021992 0.03960886
6 44 0.26520359 0.091366080093 0.00428403 0.02135203 0.22221231 0.11033831 0.07563560 -0.04105333 0.03029952
6 45 0.23665575 0.091759221021 0.00342604 0.01521778 -0.08064204 0.01147035 0.09556309 -0.18289018 0.08098477
7 39 0.00000694 0.087080356014 0.00000000 0.00000143 0.00000204 0.00000101 -0.00000321 -0.00000471 -0.00000290
7 40 0.00000103 0.087080356020 0.00000000 -0.00000013 0.00000069 0.00000055 0.00000026 -0.00000042 0.00000010
7 41 0.19742423 0.091044178242 0.00236571 0.13510038 -0.06256505 0.09136588 0.08420844 0.00977010 -0.03571541
7 42 0.19309496 0.091044178433 0.00226310 -0.11525863 0.04040638 0.10902393 0.10037271 0.01381253 0.01472257
7 43 0.22150081 0.091334859600 0.00298742 0.00407485 0.02998664 0.11794018 -0.12800208 0.06671048 0.11576744
7 44 0.37545130 0.091334859872 0.00858327 -0.10125198 -0.02006942 0.04857200 0.01489601 0.18217705 -0.30747249
7 45 0.12622788 0.091728000800 0.00097436 0.02672600 0.00289895 -0.05853993 0.05648480 0.04557197 0.08072506
8 39 0.00000280 0.087080356007 0.00000000 -0.00000229 0.00000080 -0.00000088 0.00000063 -0.00000066 -0.00000060
8 40 0.00000486 0.087080356014 0.00000000 0.00000375 0.00000035 -0.00000029 0.00000012 0.00000230 -0.00000201
8 41 0.19309432 0.091044178236 0.00226308 0.08850472 -0.08417539 0.03965857 0.14278527 0.00682290 0.01896964
8 42 0.19743899 0.091044178427 0.00236607 0.11728438 -0.09173324 -0.03332014 -0.11970720 0.03624815 0.00758722
8 43 0.37546914 0.091334859594 0.00858408 0.04533452 0.09273789 -0.02685347 -0.04314187 0.25052669 -0.25490309
8 44 0.22148853 0.091334859866 0.00298709 0.03001553 -0.00375962 -0.09348977 0.14680969 0.12898503 0.03480724
8 45 0.16914530 0.091728000794 0.00174957 0.10050929 0.11297235 0.01590861 0.05498795 -0.04693592 -0.01629489
9 39 0.00001144 0.086939730710 0.00000000 -0.00000437 -0.00000277 -0.00000250 -0.00000099 0.00000983 -0.00000055
9 40 0.00000709 0.086939730716 0.00000000 0.00000156 0.00000019 0.00000078 -0.00000246 0.00000528 -0.00000364
9 41 0.12214825 0.090903552939 0.00090420 0.05436565 0.03039997 -0.07879159 0.05973989 0.03454811 -0.00835896
9 42 0.12606669 0.090903553129 0.00096314 0.08688571 0.00526229 0.00769241 -0.04955604 -0.01924460 -0.07369302
9 43 0.17619932 0.091194234297 0.00188749 0.03251816 0.00898195 -0.05644211 0.10378184 -0.12456205 -0.02088073
9 44 0.22089853 0.091194234568 0.00296662 -0.15155372 0.01104524 0.10356335 0.01149957 -0.03488668 -0.11675164
9 45 0.24925142 0.091587375497 0.00379332 -0.07156091 0.16314886 -0.04832292 0.08177168 -0.13605181 -0.05344106
10 39 0.00000755 0.086939730703 0.00000000 -0.00000016 0.00000066 0.00000266 0.00000170 -0.00000089 0.00000677
10 40 0.00000869 0.086939730710 0.00000000 0.00000239 -0.00000591 0.00000009 0.00000311 -0.00000378 -0.00000329
10 41 0.12603381 0.090903552932 0.00096264 -0.04902369 0.07189013 -0.04387165 -0.02425898 -0.04648353 -0.06032471
10 42 0.12216652 0.090903553123 0.00090447 0.00928590 -0.06161076 -0.09548067 0.02575339 0.02776001 -0.02218408
10 43 0.22086868 0.091194234290 0.00296582 0.00014521 0.15194327 -0.01903203 -0.10243834 0.11896670 0.02621623
10 44 0.17624707 0.091194234562 0.00188851 0.01131542 0.03180930 0.09937747 -0.06396746 -0.02996575 -0.12270899
10 45 0.19027532 0.091587375490 0.00221060 0.00856993 -0.07599151 0.01530148 -0.15885047 -0.06969795 0.00557955
11 39 0.00001012 0.086527760985 0.00000000 -0.00000068 0.00000056 0.00000216 0.00000276 0.00000695 -0.00000641
11 40 0.00001077 0.086527760991 0.00000000 -0.00000172 -0.00000191 -0.00000356 -0.00000362 0.00000484 -0.00000775
11 41 0.24905980 0.090491583214 0.00374218 0.01594249 0.14676264 0.11678684 -0.04499754 0.14563240 -0.05800525
11 42 0.29968432 0.090491583404 0.00541807 0.01154325 -0.10908210 0.13000492 -0.07062450 -0.21842997 -0.09043113
11 43 0.16192698 0.090782264572 0.00158689 0.04041655 -0.00372465 0.06938509 0.13452144 -0.03211848 0.02512111
11 44 0.15783468 0.090782264843 0.00150770 -0.11752750 0.10029514 0.01614850 -0.00249606 -0.02527597 -0.01157932
