#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.080801751803  0.080801751803  0.012096536871  -0.000000153767   0.092898134907  -0.329159519190
1  0.082858068983  0.082858068983  0.010027216080  -0.001372956178   0.091512328885  -0.235494527897
2  0.082859013749  0.082859013749  0.010026627800  -0.001374464861   0.091511176688  -0.235437466591
3  0.083024721107  0.083024721107  0.009772749588  -0.001372501901   0.091424968794  -0.228582499915
4  0.086725865501  0.086725865501  0.013578327791  -0.000026825557   0.100277367735  -0.368755347913
5  0.086729909338  0.086729909338  0.013566858744  -0.000026288926   0.100270479156  -0.368457861552
6  0.088069056994  0.088069056994  0.012879267191  -0.000698659782   0.100249664404  -0.331451380471
7  0.088886498886  0.088886498886  0.013145635694  -0.000586154055   0.101445980525  -0.341761078685
8  0.088973443623  0.088973443623  0.011504121325  -0.001357839421   0.099119725527  -0.276094535390
9  0.088974243861  0.088974243861  0.011500401908  -0.001356780862   0.099117864907  -0.276022129729
10  0.089449322296  0.089449322296  0.010322528986  -0.001569596287   0.098202254994  -0.238179552843
11  0.089688660594  0.089688660594  0.010269316579  -0.001727507143   0.098230470031  -0.232434593307
12  0.090253986568  0.090253986568  0.010386190708  -0.001847596085   0.098792581192  -0.232347113731
13  0.090883460109  0.090883460109  0.010514837518  -0.001397646730   0.100000650897  -0.248091525416
14  0.090883940223  0.090883940223  0.010514035096  -0.001398110264   0.099999865055  -0.248057076984
15  0.091326144730  0.091326144730  0.009802441204  -0.001376334279   0.099752251655  -0.229286165985
16  0.091758093802  0.091758093802  0.006942924857  -0.000123191536   0.098577827123  -0.185574491292
17  0.091758157403  0.091758157403  0.006943220617  -0.000123454087   0.098577923933  -0.185575394971
18  0.091819932570  0.091819932570  0.006716222287  -0.000059368609   0.098476786247  -0.181142308161
19  0.092211153491  0.092211153491  0.006970237091  -0.000194880716   0.098986509865  -0.184366932455
20  0.092232823230  0.092232823230  0.007802016300  -0.000593512090   0.099441327439  -0.196153491447
21  0.092357826518  0.092357826518  0.007059315584  -0.000353456349   0.099063685754  -0.182475818009
22  0.092415766188  0.092415766188  0.007170234432  -0.000318950568   0.099267050053  -0.186433025763
23  0.092415830100  0.092415830100  0.007170455751  -0.000319092343   0.099267193508  -0.186435190239
24  0.092440553676  0.092440553676  0.015439561096  -0.000053794166   0.107826320606  -0.418668258239
25  0.092525406141  0.092525406141  0.015418344409  -0.000013494415   0.107930256135  -0.419187535127
26  0.092601610075  0.092601610075  0.014896337121  -0.000069827436   0.107428119761  -0.403450085653
27  0.093527272204  0.093527272204  0.006871366736  -0.000002078780   0.100396560160  -0.186922942281
28  0.093554667144  0.093554667144  0.006957221148  -0.000095780083   0.100416108209  -0.186709417386
29  0.093554768116  0.093554768116  0.006957082657  -0.000095878995   0.100415971778  -0.186702957332
30  0.093555808195  0.093555808195  0.006923118757  -0.000134313212   0.100344613740  -0.184732903214
31  0.093917511808  0.093917511808  0.015750664029  -0.000027467991   0.109640707847  -0.427850176690
32  0.094143930937  0.094143930937  0.014783781886  -0.000463920087   0.108463792736  -0.389663487344
33  0.094148809981  0.094148809981  0.014766001397  -0.000468258763   0.108446552614  -0.389061593888
34  0.095161037458  0.095161037458  0.013452257670  -0.001565854280   0.107047440847  -0.323445677182
35  0.095163330780  0.095163330780  0.013447115957  -0.001562350645   0.107048096091  -0.323401102807
36  0.095249953656  0.095249953656  0.012426278287  -0.001534040299   0.106142191644  -0.296393044784
37  0.095358814793  0.095358814793  0.013087740455  -0.001802827297   0.106643727951  -0.307078285894
38  0.095464225407  0.095464225407  0.012627201966  -0.001875795901   0.106215631471  -0.292560810993
39  0.095556313326  0.095556313326  0.012836907267  -0.001870344704   0.106522875888  -0.298415520515
40  0.095556361987  0.095556361987  0.012835944445  -0.001870353522   0.106521952911  -0.298389080859
41  0.096080405485  0.096080405485  0.016614164103  -0.000007123543   0.112687446044  -0.451900823480
42  0.096096794631  0.096096794631  0.016578839576  -0.000007518608   0.112668115599  -0.450928843403
43  0.096285636117  0.096285636117  0.010868944803  -0.001844958936   0.105309621984  -0.245555289029
44  0.096286759110  0.096286759110  0.010868448681  -0.001845439648   0.105309768144  -0.245528708011
45  0.096311617283  0.096311617283  0.013089792118  -0.001749175247   0.107652234153  -0.308594061922
46  0.096328846145  0.096328846145  0.010120583430  -0.000010814213   0.106438615362  -0.275100974061
47  0.096678548395  0.096678548395  0.012688045992  -0.001760171806   0.107606422581  -0.297362755617
48  0.096684950454  0.096684950454  0.012653335623  -0.001747520245   0.107590765832  -0.296762504572
49  0.096781366561  0.096781366561  0.013111359368  -0.001663864179   0.108228861749  -0.311502370573
50  0.097443042507  0.097443042507  0.010176361820  -0.001343931988   0.106275472340  -0.240342781150
51  0.097488212310  0.097488212310  0.010569335429  -0.001603360378   0.106454187361  -0.243976733509
52  0.097488553527  0.097488553527  0.010566702939  -0.001602159004   0.106453097463  -0.243937790850
53  0.097569425503  0.097569425503  0.009180246033  -0.000924215801   0.105825455735  -0.224658141056
54  0.097815068059  0.097815068059  0.007662532352  -0.000134437765   0.105343162646  -0.204849993042
55  0.097957641178  0.097957641178  0.008189470511  -0.000440706502   0.105706405187  -0.210854716953
56  0.097975327093  0.097975327093  0.007953639683  -0.000345225911   0.105583740866  -0.207035590526
57  0.097975419284  0.097975419284  0.007953595393  -0.000345363033   0.105583651644  -0.207030654046
58  0.098015492777  0.098015492777  0.008706793394  -0.000838119046   0.105884167126  -0.214117645172
59  0.098083137335  0.098083137335  0.007515669885  -0.000015963081   0.105582844138  -0.204077521713
60  0.098124960665  0.098124960665  0.010366019522  -0.001667042115   0.106823938071  -0.236711353808
61  0.098236567346  0.098236567346  0.007829722802  -0.000336596119   0.105729694029  -0.203898467412
62  0.098236852554  0.098236852554  0.007828062971  -0.000336243829   0.105728671697  -0.203862887421
63  0.098402967651  0.098402967651  0.016500849967  -0.000150262008   0.114753555610  -0.444922389179
64  0.098404637378  0.098404637378  0.016494804494  -0.000151410773   0.114748031098  -0.444726623891
65  0.098408181717  0.098408181717  0.009141580820  -0.001164837759   0.106384924778  -0.217058346135
66  0.098408901700  0.098408901700  0.009139477569  -0.001165339453   0.106383039816  -0.216987461927
67  0.098708689195  0.098708689195  0.007558521324  -0.000425529864   0.105841680654  -0.194098683803
68  0.098756288626  0.098756288626  0.007054515436  -0.000051828371   0.105758975691  -0.190552918793
69  0.098813301608  0.098813301608  0.007414689502  -0.000491760138   0.105736230971  -0.188382600069
70  0.098813344836  0.098813344836  0.007415339101  -0.000492072437   0.105736611501  -0.188391778513
71  0.098844014330  0.098844014330  0.007102424717  -0.000020311002   0.105926128045  -0.192714229135
72  0.098975550522  0.098975550522  0.014015683861  -0.002194087649   0.110797146733  -0.321682183148
73  0.098977944515  0.098977944515  0.014026897786  -0.002189778855   0.110815063446  -0.322104578073
74  0.099030070178  0.099030070178  0.007125756700  -0.000409314939   0.105746511939  -0.182763783344
75  0.099035356013  0.099035356013  0.007460982251  -0.000242815277   0.106253522987  -0.196416428809
76  0.099035842831  0.099035842831  0.007454427287  -0.000244922861   0.106245347258  -0.196180708761
77  0.099055226002  0.099055226002  0.008396977642  -0.000774320182   0.106677883462  -0.207423181217
78  0.099057036282  0.099057036282  0.008311485706  -0.000198799809   0.107169722178  -0.220757540998
79  0.099129036542  0.099129036542  0.008351373465  -0.000147781132   0.107332628874  -0.223231232394
80  0.099132222883  0.099132222883  0.008353060506  -0.000145666546   0.107339616843  -0.223334679992
81  0.099258876935  0.099258876935  0.014663152419  -0.002326330744   0.111595698610  -0.335702189331
82  0.099372717105  0.099372717105  0.014385921032  -0.002251167332   0.111507470805  -0.330203636835
83  0.099451115453  0.099451115453  0.006283290727  -0.000023542089   0.105710864091  -0.170336524095
84  0.099582083836  0.099582083836  0.014150352176  -0.002507035661   0.111225400352  -0.316830943024
85  0.099589332238  0.099589332238  0.014130709561  -0.002500487922   0.111219553877  -0.316474613107
86  0.099590048003  0.099590048003  0.006562079976  -0.000228646370   0.105923481610  -0.172341595240
87  0.099605611533  0.099605611533  0.009229599907  -0.001084377015   0.107750834425  -0.221642918205
88  0.099649610455  0.099649610455  0.006179301824  -0.000194987811   0.105633924468  -0.162841562345
89  0.099649954921  0.099649954921  0.006179469868  -0.000195643557   0.105633781233  -0.162828291297
90  0.099955390266  0.099955390266  0.016894236818  -0.000054656871   0.116794970212  -0.458228545768
91  0.099961262991  0.099961262991  0.007060103143  -0.000046703517   0.106974662617  -0.190844422578
92  0.099961348560  0.099961348560  0.007060034574  -0.000046786359   0.106974596775  -0.190840302475
93  0.099972300297  0.099972300297  0.016855978619  -0.000054250451   0.116774028465  -0.457198545872
94  0.100054286742  0.100054286742  0.007084372009  -0.000130333195   0.107008325556  -0.189229131764
95  0.100086876022  0.100086876022  0.007087855372  -0.000158090650   0.107016640744  -0.188568599750
96  0.100222792258  0.100222792258  0.015790662232  -0.000357573247   0.115655881243  -0.419955957607
97  0.100297687334  0.100297687334  0.016347720090  -0.000402295846   0.116243111578  -0.433897317282
98  0.100345418540  0.100345418540  0.016478926091  -0.000329969542   0.116494375088  -0.439435716226
99  0.100352041617  0.100352041617  0.007179586812  -0.000029096942   0.107502531487  -0.194574840060
100  0.100463038832  0.100463038832  0.007105935190  -0.000074786197   0.107494187825  -0.191327407710
101  0.100463199161  0.100463199161  0.007105789960  -0.000074870533   0.107494118587  -0.191321160883
102  0.100464853055  0.100464853055  0.007308212229  -0.000228361612   0.107544703672  -0.192652647079
103  0.100833616489  0.100833616489  0.006941098013  -0.000085596468   0.107689118034  -0.186547794739
104  0.100873274937  0.100873274937  0.007029870764  -0.000154935605   0.107748210096  -0.187076610593
105  0.100873574837  0.100873574837  0.007029959080  -0.000155440691   0.107748093226  -0.187065269705
106  0.101054474095  0.101054474095  0.007246900789  -0.000266079856   0.108035295029  -0.189957910754
107  0.101114654265  0.101114654265  0.007026469589  -0.000255373141   0.107885750712  -0.184251013872
108  0.101188045425  0.101188045425  0.008723489620  -0.000006066276   0.109905468769  -0.237213293590
109  0.101191778233  0.101191778233  0.008716865705  -0.000005487445   0.109903156493  -0.237048798379
110  0.101240630227  0.101240630227  0.007078786589  -0.000159209624   0.108160207192  -0.188291376617
111  0.101265284992  0.101265284992  0.008673052254  -0.000118166053   0.109820171193  -0.232790430366
112  0.101291172483  0.101291172483  0.008542500830  -0.000068872806   0.109764800507  -0.230579281633
113  0.101292253067  0.101292253067  0.008540341743  -0.000069254997   0.109763339812  -0.230510129868
114  0.101305427344  0.101305427344  0.007184244752  -0.000265636478   0.108224035618  -0.188265017185
115  0.101305713873  0.101305713873  0.007184354098  -0.000266396007   0.108223671964  -0.188247324800
