#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.072688253517  0.072688253517  0.007048451240  -0.000000073380   0.079736631377  -0.191796229300
1  0.073398774779  0.073398774779  0.006578617688  -0.000596466586   0.079380925881  -0.162782706510
2  0.073399124878  0.073399124878  0.006577079425  -0.000595846007   0.079380358295  -0.162757735025
3  0.073401739173  0.073401739173  0.006569552122  -0.000595093898   0.079376197397  -0.162573372516
4  0.076565551634  0.076565551634  0.007422301792  -0.000038695012   0.083949158414  -0.200918277537
5  0.076569975256  0.076569975256  0.007412261116  -0.000038279130   0.083943957242  -0.200656373414
6  0.076575576958  0.076575576958  0.007398175261  -0.000041541192   0.083932211027  -0.200184312296
7  0.077048261877  0.077048261877  0.007355649218  -0.000258259204   0.084145651891  -0.193129918619
8  0.077050822829  0.077050822829  0.007349958666  -0.000257833931   0.084142947564  -0.192986643030
9  0.077059275650  0.077059275650  0.007329727159  -0.000253002006   0.084136000803  -0.192567598840
10  0.077456521493  0.077456521493  0.006864348599  -0.000738124804   0.083582745289  -0.166703126194
11  0.077456666381  0.077456666381  0.006862521076  -0.000736605798   0.083582581659  -0.166694730996
12  0.077462502902  0.077462502902  0.006838496131  -0.000727796045   0.083573202988  -0.166280704309
13  0.077866375430  0.077866375430  0.006498091048  -0.000970527386   0.083393939091  -0.150412745810
14  0.077873034540  0.077873034540  0.006481268824  -0.000971793379   0.083382509985  -0.149920540143
15  0.078607529746  0.078607529746  0.006446734451  -0.001455824534   0.083598439662  -0.135809646099
16  0.079083766071  0.079083766071  0.004405826566  -0.000004272718   0.083485319919  -0.119772442393
17  0.079084117183  0.079084117183  0.004404711517  -0.000004232273   0.083484596428  -0.119743200923
18  0.079084584023  0.079084584023  0.004403438790  -0.000004192130   0.083483830682  -0.119709660545
19  0.079246892777  0.079246892777  0.004407171215  -0.000017811344   0.083636252648  -0.119440627194
20  0.079362586073  0.079362586073  0.004478182147  -0.000069201394   0.083771566827  -0.119974538875
21  0.079362986159  0.079362986159  0.004478272957  -0.000069551923   0.083771707193  -0.119967471537
22  0.079366926158  0.079366926158  0.004476134402  -0.000070070361   0.083772990200  -0.119895171068
23  0.079373011063  0.079373011063  0.004516572801  -0.000088135590   0.083801448274  -0.120503976325
24  0.079376248603  0.079376248603  0.004515871721  -0.000089996955   0.083802123369  -0.120434248612
25  0.079438145062  0.079438145062  0.004378709632  -0.000002645352   0.083814209342  -0.119078835547
26  0.079439370702  0.079439370702  0.004377204185  -0.000002825108   0.083813749779  -0.119032978816
27  0.079441777439  0.079441777439  0.004373394114  -0.000002865273   0.083812306280  -0.118928208490
28  0.080479944972  0.080479944972  0.007736110413  -0.000028953743   0.088187101641  -0.209722523000
29  0.080482100811  0.080482100811  0.007732760797  -0.000031107157   0.088183754451  -0.209572777857
30  0.080489473212  0.080489473212  0.007715693384  -0.000031943852   0.088173222745  -0.209085582027
31  0.080827106871  0.080827106871  0.007601271042  -0.000291398647   0.088136979266  -0.198911861692
32  0.080835120964  0.080835120964  0.007581770402  -0.000292349389   0.088124541977  -0.198355350967
33  0.081196668215  0.081196668215  0.007562719992  -0.000000864727   0.088758523480  -0.205768668349
34  0.081460212215  0.081460212215  0.007056485125  -0.000825887499   0.087690809841  -0.169543284244
35  0.081475229134  0.081475229134  0.007337211780  -0.000573562220   0.088238878693  -0.184048373626
36  0.081483856314  0.081483856314  0.007304574137  -0.000569678117   0.088218752334  -0.183265949554
37  0.081495318871  0.081495318871  0.007276299409  -0.000567486379   0.088204131901  -0.182556194874
38  0.081614462770  0.081614462770  0.007408510570  -0.000631987786   0.088390985553  -0.184398672062
39  0.081615891785  0.081615891785  0.007403023086  -0.000636190181   0.088382724690  -0.184134996903
40  0.081618905640  0.081618905640  0.007394917303  -0.000640106481   0.088373716461  -0.183807859193
41  0.081656686310  0.081656686310  0.007456540470  -0.000066984377   0.089046242404  -0.201080166670
42  0.081678328734  0.081678328734  0.007405471304  -0.000070878722   0.089012921315  -0.199584532570
43  0.082038544651  0.082038544651  0.006829966104  -0.000893808240   0.087974702515  -0.161531166108
44  0.082040110632  0.082040110632  0.006829647937  -0.000895022019   0.087974736549  -0.161489479686
45  0.082043572940  0.082043572940  0.006822670739  -0.000891859271   0.087974384408  -0.161385683181
46  0.082145948881  0.082145948881  0.006860725876  -0.000651715926   0.088354958831  -0.168955853361
47  0.082155911948  0.082155911948  0.006817462030  -0.000645600672   0.088327773306  -0.167944988168
48  0.082160979320  0.082160979320  0.006799433029  -0.000639408524   0.088321003826  -0.167622890836
49  0.082379893751  0.082379893751  0.006757029629  -0.000605455383   0.088531467997  -0.167392947440
50  0.082392398835  0.082392398835  0.006727587707  -0.000600587663   0.088519398879  -0.166724248987
51  0.082398041508  0.082398041508  0.006711326528  -0.000595224592   0.088514143444  -0.166427696216
52  0.082826294241  0.082826294241  0.005692013538  -0.000000556217   0.088517751562  -0.154872521736
53  0.083185209943  0.083185209943  0.004495473784  -0.000060085670   0.087620598056  -0.120693120115
54  0.083186986703  0.083186986703  0.004491712116  -0.000059897138   0.087618801681  -0.120595890090
55  0.083188321333  0.083188321333  0.004490478611  -0.000060163755   0.087618636188  -0.120555069655
56  0.083272066783  0.083272066783  0.004420181229  -0.000013435100   0.087678812912  -0.119913731616
57  0.083274725661  0.083274725661  0.004411367209  -0.000013295757   0.087672797113  -0.119677681494
