0	-0.00898  	0.00352   	0.00134   	1047.00684	 (-0.00000  )
1	0.00331   	-0.00935  	-0.00308  	1067.22540	 (-0.00000  )
2	0.01601   	-0.00902  	0.00304   	1069.95499	 (-0.00000  )
3	-0.00909  	0.01624   	-0.00128  	1065.42195	 (-0.00000  )
4	0.00332   	0.00581   	0.00603   	1314.77341	 (-0.00000  )
5	-0.05894  	0.02662   	-0.00048  	1295.77205	 (0.00000   )
6	0.03421   	-0.03192  	-0.00202  	1302.71210	 (-0.00000  )
7	0.06787   	0.05991   	-0.00096  	1303.96984	 (0.00000   )
8	0.01426   	-0.03080  	-0.00507  	1286.46081	 (-0.00000  )
9	-0.07622  	-0.03213  	-0.00075  	1315.34191	 (-0.00000  )
10	0.02329   	0.00948   	0.00041   	1289.61859	 (0.00000   )
11	-0.01444  	-0.00382  	0.00060   	1277.28498	 (-0.00000  )
12	0.00279   	0.00888   	-0.00161  	1301.00653	 (-0.00000  )
13	0.00493   	-0.00157  	0.00092   	1293.11412	 (0.00000   )
14	0.00461   	0.00319   	-0.00082  	1293.82072	 (-0.00000  )
15	-0.05305  	0.02856   	-0.00162  	1285.54779	 (0.00000   )
16	0.04641   	-0.04982  	0.02922   	1280.24744	 (0.00000   )
17	0.02659   	0.02076   	-0.03183  	1277.51850	 (-0.00000  )
18	0.00350   	0.02001   	0.00461   	1277.07757	 (-0.00000  )
19	0.04073   	0.05025   	-0.04369  	1271.10805	 (0.00000   )
20	-0.03659  	-0.03198  	0.04076   	1266.14012	 (-0.00000  )
21	-0.07903  	-0.10040  	0.05558   	1264.23174	 (-0.00000  )
22	0.02286   	0.01496   	-0.05357  	1261.07438	 (0.00000   )
23	0.03065   	0.04220   	0.00321   	1289.56373	 (-0.00000  )
24	0.00738   	0.01860   	0.00195   	1538.56373	 (-0.00000  )
25	-0.15348  	-0.05350  	0.01145   	1279.21061	 (0.00000   )
26	-0.18602  	-0.28525  	0.00704   	1279.37110	 (-0.00000  )
27	0.00971   	0.19683   	-0.00583  	1279.32528	 (-0.00000  )
28	0.32919   	0.14164   	-0.01239  	1280.38449	 (0.00000   )
29	-0.00275  	-0.01418  	-0.00398  	1505.32836	 (0.00000   )
30	0.01370   	0.00933   	-0.00377  	1499.60838	 (0.00000   )
31	-0.05494  	-0.00792  	-0.00068  	1399.42005	 (0.00000   )
32	0.01423   	-0.05101  	0.00246   	1491.36805	 (-0.00000  )
33	0.02807   	0.05303   	-0.00062  	1426.64696	 (0.00000   )
34	-0.02904  	-0.03184  	-0.00015  	1460.68800	 (-0.00000  )
35	0.01577   	0.00574   	0.00145   	1497.69835	 (0.00000   )
36	0.11675   	0.09311   	-0.00188  	1426.03166	 (-0.00000  )
37	0.00313   	0.04143   	0.00272   	1412.82075	 (-0.00000  )
38	-0.07201  	-0.04747  	0.00063   	1456.15771	 (0.00000   )
39	-0.00493  	-0.00130  	-0.00054  	1497.71868	 (-0.00000  )
40	0.00800   	0.01153   	-0.00300  	1458.91015	 (0.00000   )
41	-0.01156  	-0.01837  	0.00006   	1432.97345	 (0.00000   )
42	-0.00212  	-0.00800  	0.00385   	1438.55402	 (-0.00000  )
43	-0.02991  	-0.01542  	-0.00029  	1531.72383	 (-0.00000  )
44	-0.01524  	-0.04712  	-0.00008  	1512.52525	 (-0.00000  )
45	-0.25269  	-0.23392  	-0.00113  	1519.28170	 (0.00000   )
46	0.39928   	0.38645   	0.00093   	1519.90118	 (0.00000   )
47	-0.07976  	-0.05206  	0.00467   	1503.10760	 (0.00000   )
48	0.01768   	0.01900   	0.00146   	1453.25087	 (0.00000   )
49	-0.03637  	-0.01223  	0.01439   	1469.38336	 (0.00000   )
50	0.10781   	0.06661   	-0.01500  	1472.78380	 (0.00000   )
51	-0.02427  	0.00034   	-0.00332  	1480.17317	 (-0.00000  )
52	-0.01385  	-0.03644  	0.00229   	1462.88926	 (-0.00000  )
53	-0.08056  	-0.09396  	0.00469   	1450.87177	 (0.00000   )
54	-0.09298  	-0.03651  	0.01356   	1492.65614	 (-0.00000  )
55	-0.01175  	-0.08236  	-0.00394  	1437.53440	 (-0.00000  )
56	0.09060   	0.10885   	-0.00911  	1490.92450	 (-0.00000  )
57	0.20242   	0.20413   	-0.01611  	1473.90771	 (-0.00000  )
58	-0.17427  	-0.14762  	-0.12827  	1480.81694	 (0.00000   )
59	0.00405   	-0.00534  	0.13606   	1463.81642	 (-0.00000  )
60	-0.02204  	-0.01965  	-0.03137  	1394.64947	 (0.00000   )
61	0.01699   	-0.00606  	0.03383   	1393.28236	 (0.00000   )
62	0.02355   	-0.01354  	0.07385   	1388.43846	 (-0.00000  )
63	0.00524   	0.06430   	-0.07445  	1385.01705	 (-0.00000  )
64	-0.02649  	0.07963   	0.19197   	1362.30873	 (0.00000   )
65	0.28686   	-0.14060  	-0.18708  	1378.44076	 (0.00000   )
66	-0.09855  	0.06395   	-0.00645  	1459.18522	 (0.00000   )
67	-0.22194  	-0.00700  	0.00584   	1456.39659	 (-0.00000  )
68	0.09408   	0.08876   	0.00421   	1453.24111	 (0.00000   )
69	-0.70759  	-0.91513  	-0.00626  	1396.95875	 (-0.00000  )
70	0.38876   	0.37588   	0.01447   	1415.82996	 (0.00000   )
71	0.73193   	0.54973   	-0.01118  	1416.72416	 (0.00000   )
72	-0.50352  	-0.39921  	0.00516   	1393.11607	 (-0.00000  )
73	0.11612   	-0.00483  	0.00652   	1430.41356	 (-0.00000  )
74	-0.29880  	-0.10872  	-0.01631  	1441.53362	 (-0.00000  )
