0 0.25952494 0.07147503  0.00320938  0.037251022235  0.025089566791  0.005012606609
1 0.37396819 0.07287637  0.00679461  0.039727150970  0.056575179009  0.043549874172
2 0.33345661 0.07374899  0.00546693  0.065822499855  0.005206690327  0.040164121446
3 1.08211735 0.07566637  0.05906910  0.245970504527  0.100007233866  0.825000218830
4 1.00021369 0.07617154  0.05080273  0.116605419389  0.068306739434  0.815515257252
5 0.71678234 0.07712950  0.02641824  0.202457916113  0.273822856864  0.037496153921
6 0.90526569 0.07728668  0.04222460  0.124603220993  0.230130971861  0.464771778694
7 1.08820493 0.07775939  0.06138793  0.212808052432  0.005135314107  0.966246606772
8 0.75995295 0.07797759  0.03002285  0.488156175123  0.022001896361  0.067370410303
9 1.07940549 0.07805278  0.06062704  0.627675747647  0.198260484389  0.339179980529
10 0.52142286 0.07854292  0.01423626  0.123119886473  0.044720143168  0.104041766026
11 0.66230409 0.07867347  0.02300657  0.131561241643  0.035241916091  0.271843551773
12 0.58684964 0.07871730  0.01807310  0.228719293428  0.102381505785  0.013291705355
13 0.52080680 0.07877959  0.01424544  0.168659077054  0.030953328122  0.071627320548
14 0.83101497 0.07892096  0.03633447  0.353396878673  0.278907968182  0.058281027537
15 0.40240992 0.07931596  0.00856262  0.038600373940  0.078790609386  0.044542764226
16 1.03423264 0.07943839  0.05664684  0.689040727595  0.237382935837  0.143213488257
17 1.04814447 0.07954833  0.05826156  0.476128010664  0.286617096841  0.335861727292
18 1.08584686 0.07970697  0.06265305  0.854401764396  0.135911759926  0.188749884444
19 0.55907741 0.07988918  0.01664718  0.148741667259  0.086474410916  0.077351471530
20 0.88227996 0.07997866  0.04150455  0.379745227853  0.008063344261  0.390609353011
21 1.12862798 0.08012186  0.06803954  0.134485191129  0.399096277962  0.740219642896
22 1.60376533 0.08030338  0.13769691  1.209477947150  0.835714604172  0.526870686382
23 0.62874209 0.08060187  0.02124217  0.232309671336  0.161209279455  0.001797666764
24 1.13594222 0.08080457  0.06951157  0.705828719800  0.065599322449  0.518936684439
25 0.49638730 0.08098516  0.01330318  0.154982379523  0.070128680840  0.021289287477
26 0.96208496 0.08108456  0.05003498  0.324564090978  0.000427866124  0.600615509120
27 0.94703009 0.08132632  0.04862587  0.195622934659  0.188712068693  0.512530994695
28 1.58431226 0.08167709  0.13667546  0.591222619277  1.467359363982  0.451463357135
29 0.64691453 0.08184385  0.02283435  0.089401885785  0.205802075621  0.123294450818
30 0.28702481 0.08209413  0.00450879  0.011807897016  0.004633929908  0.065941412550
31 1.30570471 0.08218584  0.09341050  0.660232985011  0.093041154067  0.951590641092
32 0.82194668 0.08247810  0.03714794  0.112216381594  0.001807590573  0.561572379884
33 0.93071815 0.08258976  0.04769483  0.358848326101  0.150253589003  0.357134356965
34 0.40207489 0.08275712  0.00891924  0.051609704249  0.096663822509  0.013390690683
35 0.50561659 0.08291412  0.01413123  0.087549698745  0.134497721412  0.033600712901
36 0.86150968 0.08304780  0.04109199  0.022378470492  0.074489670534  0.645330784474
37 0.56074287 0.08327149  0.01745551  0.036494953040  0.019056416267  0.258881201168
38 0.50557984 0.08335761  0.01420475  0.012593873332  0.163052971913  0.079964124892
39 0.49295527 0.08339302  0.01350994  0.108012432277  0.129282667981  0.005709802703
40 0.42602330 0.08349852  0.01010309  0.005260229528  0.028897395673  0.147338226917
41 0.45008185 0.08357501  0.01128673  0.154527738289  0.042534048125  0.005511882306
42 0.43753880 0.08366174  0.01067748  0.058555107510  0.005701394083  0.127183701288
43 0.51037206 0.08380694  0.01455333  0.032045384222  0.194371957201  0.034062296386
44 0.22881097 0.08388855  0.00292796  0.005690286720  0.002360849341  0.044303323316
45 0.37877565 0.08392183  0.00802690  0.013625877607  0.022994261580  0.106850855761
46 0.69822981 0.08402873  0.02731073  0.302001023157  0.183636760023  0.001887078278
47 0.50983741 0.08404740  0.01456453  0.002017690868  0.131394241846  0.126522253923
48 0.66391688 0.08417819  0.02473636  0.310119618027  0.006261436503  0.124404575588
49 0.72046339 0.08422643  0.02914614  0.380054601756  0.115991625084  0.023021268537
50 0.69855635 0.08428999  0.02742127  0.006114744806  0.302445652325  0.179420575433
51 0.57143902 0.08437420  0.01836784  0.129358292954  0.126239091612  0.070945170040
52 0.34076590 0.08441646  0.00653504  0.047931428260  0.003205432805  0.064984534939
53 0.53591774 0.08451108  0.01618150  0.018976736041  0.083714292020  0.184516797251
54 0.41935560 0.08454132  0.00991157  0.028683430979  0.141579935959  0.005595750011
55 0.43826958 0.08459301  0.01083243  0.104798800557  0.056213214481  0.031068208272
56 0.37839457 0.08466244  0.00808145  0.014754637703  0.035953713947  0.092474095762
57 0.62245872 0.08469161  0.02187612  0.001782127650  0.073634438409  0.312038287800
58 0.44633513 0.08475875  0.01125681  0.124963460261  0.029382184321  0.044869404505
59 0.68007332 0.08480037  0.02614676  0.186262445117  0.195093333879  0.081143940230
