0  0.00000  0.00000  0.00000  0.00000
1  0.00000  0.00000 -0.26658  0.26658
2  0.00000  0.00000  0.26658  0.26658
3  0.37543  0.00000  0.00000  0.37543
4 -0.37543  0.00000  0.00000  0.37543
5  0.00000 -0.38766  0.00000  0.38766
6  0.00000  0.38766  0.00000  0.38766
7 -0.37543  0.00000  0.26658  0.46045
8  0.37543  0.00000  0.26658  0.46045
9 -0.37543  0.00000 -0.26658  0.46045
10  0.37543  0.00000 -0.26658  0.46045
11  0.00000 -0.38766 -0.26658  0.47048
12  0.00000  0.38766 -0.26658  0.47048
13  0.00000 -0.38766  0.26658  0.47048
14  0.00000  0.38766  0.26658  0.47048
15  0.00000  0.00000 -0.53316  0.53316
16  0.00000  0.00000  0.53316  0.53316
17 -0.37543 -0.38766  0.00000  0.53966
18  0.37543 -0.38766  0.00000  0.53966
19 -0.37543  0.38766  0.00000  0.53966
20  0.37543  0.38766  0.00000  0.53966
21 -0.37543  0.38766 -0.26658  0.60191
22  0.37543 -0.38766  0.26658  0.60191
23 -0.37543  0.38766  0.26658  0.60191
24 -0.37543 -0.38766 -0.26658  0.60191
25  0.37543  0.38766 -0.26658  0.60191
26  0.37543 -0.38766 -0.26658  0.60191
27  0.37543  0.38766  0.26658  0.60191
28 -0.37543 -0.38766  0.26658  0.60191
29 -0.37543  0.00000 -0.53316  0.65208
30  0.37543  0.00000  0.53316  0.65208
31 -0.37543  0.00000  0.53316  0.65208
32  0.37543  0.00000 -0.53316  0.65208
33  0.00000  0.38766  0.53316  0.65920
34  0.00000  0.38766 -0.53316  0.65920
35  0.00000 -0.38766  0.53316  0.65920
36  0.00000 -0.38766 -0.53316  0.65920
37 -0.75086  0.00000  0.00000  0.75086
38  0.75086  0.00000  0.00000  0.75086
39 -0.37543  0.38766 -0.53316  0.75861
40 -0.37543 -0.38766  0.53316  0.75861
41 -0.37543  0.38766  0.53316  0.75861
42  0.37543 -0.38766  0.53316  0.75861
43  0.37543  0.38766 -0.53316  0.75861
44 -0.37543 -0.38766 -0.53316  0.75861
45  0.37543  0.38766  0.53316  0.75861
46  0.37543 -0.38766 -0.53316  0.75861
47  0.00000  0.77533  0.00000  0.77533
48  0.00000 -0.77533  0.00000  0.77533
49  0.75086  0.00000 -0.26658  0.79678
50 -0.75086  0.00000  0.26658  0.79678
51 -0.75086  0.00000 -0.26658  0.79678
52  0.75086  0.00000  0.26658  0.79678
53  0.00000  0.00000  0.79974  0.79974
54  0.00000  0.00000 -0.79974  0.79974
55  0.00000 -0.77533  0.26658  0.81988
56  0.00000  0.77533 -0.26658  0.81988
