#newMSE	 curMSE	 bestMSE	 perAccept	Cs_a0	Cs_a1	Cs_a2	Cs_a3	Cs_a4	Cs_a5	Cs_a6	Pb_a0	Pb_a1	Pb_a2	Pb_a3	Pb_a4	Pb_a5	Pb_a6	I_a0	I_a1	I_a2	I_a3	I_a4	I_a5	I_a6	vbdef0	cbdef0	
 1.00194	  1.00194	  1.00194	 0.00000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.44941824	 2.24559543	 3.71742039	 0.55737312	 7.96849725	 1.40067185	-0.01788792	 117.13930395	 2.13007467	 2.91939950	 0.57831327	 2.25096865	 0.16408040	-0.02960020	 0.00000	 0.00000	
 1.02527	  1.00194	  1.00194	 0.00000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.30262073	 2.25006640	 3.70390630	 0.55811986	 7.91095031	 1.40466963	-0.01610524	 117.00971346	 2.13115404	 2.92213105	 0.57699026	 2.18074901	 0.16856601	-0.03632337	 0.00000	 0.00000	
 1.01054	  1.00194	  1.00194	 0.00000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.73352095	 2.25225633	 3.71279106	 0.55787475	 8.04244063	 1.40410792	-0.01391577	 116.89907431	 2.12998264	 2.91652038	 0.57950632	 2.25655758	 0.16811633	-0.03688967	 0.00000	 0.00000	
 1.00914	  1.01054	  1.00194	 0.33333	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.67882281	 2.25515086	 3.72225210	 0.55936986	 8.03305974	 1.40346344	-0.01262569	 117.10255674	 2.12966941	 2.91687744	 0.58035591	 2.30214628	 0.16401713	-0.03274737	 0.00000	 0.00000	
 0.99818	  1.00914	  1.00194	 0.50000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.85131528	 2.26057730	 3.71231150	 0.55812647	 8.07947831	 1.40364063	-0.01348690	 117.27596901	 2.13082455	 2.91898598	 0.58030187	 2.29755428	 0.16926400	-0.02645562	 0.00000	 0.00000	
 0.95185	  0.99818	  0.99818	 0.60000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.68453129	 2.25784637	 3.71895883	 0.55726714	 8.03353450	 1.40727517	-0.01760840	 117.55626495	 2.12932671	 2.91602181	 0.58106582	 2.24686195	 0.16438328	-0.02135283	 0.00000	 0.00000	
 1.03533	  0.95185	  0.95185	 0.66667	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.87043313	 2.26510616	 3.70881787	 0.55797591	 8.02150194	 1.41358350	-0.02329469	 117.50531888	 2.12904425	 2.91487879	 0.58147717	 2.28890353	 0.15734938	-0.01609274	 0.00000	 0.00000	
 1.01413	  0.95185	  0.95185	 0.57143	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.53842923	 2.25838604	 3.71017557	 0.55859592	 8.08134708	 1.41429147	-0.02085774	 117.82803216	 2.12715374	 2.91358109	 0.58237661	 2.22769780	 0.16932535	-0.02350212	 0.00000	 0.00000	
 0.97388	  0.95185	  0.95185	 0.50000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.54028747	 2.25798730	 3.70588880	 0.55677364	 8.02611562	 1.40184513	-0.01884774	 117.34406482	 2.12837956	 2.91706506	 0.58161275	 2.25900262	 0.16613530	-0.02133690	 0.00000	 0.00000	
 0.95198	  0.97388	  0.95185	 0.55556	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.68887940	 2.25684723	 3.71408630	 0.55683201	 7.97798494	 1.39484211	-0.01242207	 117.47278864	 2.12706021	 2.91519289	 0.58078456	 2.24226557	 0.16648737	-0.01871976	 0.00000	 0.00000	
 0.96664	  0.95198	  0.95185	 0.60000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.39138919	 2.24979362	 3.70303740	 0.55670658	 8.02129311	 1.38921855	-0.00718513	 117.72474189	 2.13041991	 2.91577358	 0.58031631	 2.27544706	 0.16073097	-0.01837407	 0.00000	 0.00000	
 0.96328	  0.95198	  0.95185	 0.54545	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.47047804	 2.26424622	 3.71999362	 0.55820243	 8.03699437	 1.39201661	-0.01302314	 117.39746718	 2.12738389	 2.91497755	 0.58049723	 2.26849464	 0.17282190	-0.02332559	 0.00000	 0.00000	
 0.99289	  0.95198	  0.95185	 0.50000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.97677716	 2.25269925	 3.71495843	 0.55598426	 7.94826952	 1.39876703	-0.00973802	 117.63403624	 2.12719313	 2.91708249	 0.58157059	 2.19946057	 0.17056350	-0.01638864	 0.00000	 0.00000	
 0.92165	  0.95198	  0.95185	 0.46154	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.76510328	 2.25751084	 3.71077171	 0.55755173	 7.94680847	 1.39870801	-0.01697172	 117.62955847	 2.12512656	 2.91325200	 0.58223881	 2.28295311	 0.16489640	-0.02192003	 0.00000	 0.00000	
 0.92135	  0.92165	  0.92165	 0.50000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.86083166	 2.25710305	 3.71951773	 0.55872538	 7.94721141	 1.40412238	-0.01566674	 117.89162750	 2.12591587	 2.91148249	 0.58243028	 2.23037552	 0.16631532	-0.02486412	 0.00000	 0.00000	
 1.02488	  0.92135	  0.92135	 0.53333	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 97.78028212	 2.25066613	 3.71874739	 0.55992137	 7.89377286	 1.40456812	-0.00892730	 117.61055671	 2.12476929	 2.90976988	 0.58300356	 2.27836597	 0.15890679	-0.02362942	 0.00000	 0.00000	
 0.92464	  0.92135	  0.92135	 0.50000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.14222435	 2.25150735	 3.70642035	 0.55818931	 7.96631707	 1.40061752	-0.00942960	 117.77421232	 2.12557100	 2.91017185	 0.58205581	 2.29462637	 0.16151866	-0.02458028	 0.00000	 0.00000	
 0.93324	  0.92464	  0.92135	 0.52941	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.33655273	 2.25822340	 3.69793745	 0.55966889	 7.92238813	 1.40346055	-0.01141582	 117.49243203	 2.12415587	 2.90919129	 0.58102777	 2.27583682	 0.16388689	-0.02030992	 0.00000	 0.00000	
 1.14232	  0.93324	  0.92135	 0.55556	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.62641351	 2.25794576	 3.68788727	 0.55976960	 7.89038833	 1.40359670	-0.00728871	 117.73950106	 2.12685031	 2.90978542	 0.58210633	 2.21231107	 0.16527009	-0.02681004	 0.00000	 0.00000	
 1.02615	  0.93324	  0.92135	 0.52632	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.05997371	 2.25212082	 3.69877583	 0.55855299	 7.87562687	 1.40170852	-0.01003263	 117.31944825	 2.12354592	 2.90964317	 0.58160733	 2.28838689	 0.15802019	-0.01311213	 0.00000	 0.00000	
 1.03762	  1.02615	  0.92135	 0.55000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.25065991	 2.25653873	 3.68482760	 0.55979749	 7.93140783	 1.39917998	-0.01499495	 117.21382142	 2.12193855	 2.90789246	 0.58135868	 2.33543146	 0.15556390	-0.01153150	 0.00000	 0.00000	
 1.33147	  1.03762	  0.92135	 0.57143	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.24472324	 2.25341743	 3.68472819	 0.55944271	 7.89299515	 1.40637598	-0.02050157	 117.07726903	 2.11860101	 2.91059667	 0.58005950	 2.27393941	 0.16104695	-0.00494931	 0.00000	 0.00000	
 0.98242	  1.03762	  0.92135	 0.54545	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.12181628	 2.25980314	 3.68505673	 0.55860448	 7.90637719	 1.39185115	-0.01330620	 117.23320023	 2.12286909	 2.90550859	 0.58233131	 2.27854508	 0.15533032	-0.01800960	 0.00000	 0.00000	
 1.05484	  0.98242	  0.92135	 0.56522	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.02959167	 2.26230847	 3.68410495	 0.55893166	 7.88750569	 1.39501921	-0.01647201	 117.47019339	 2.12129695	 2.90595383	 0.58266916	 2.32324800	 0.15797836	-0.01132343	 0.00000	 0.00000	
 1.06409	  0.98242	  0.92135	 0.54167	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.04404472	 2.26212440	 3.68486337	 0.55923724	 7.95291257	 1.38527479	-0.01903022	 116.96666460	 2.12283259	 2.90529674	 0.58299970	 2.34805626	 0.14893661	-0.02405482	 0.00000	 0.00000	
 0.98260	  0.98242	  0.92135	 0.52000	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.15201729	 2.26088979	 3.69713354	 0.55718961	 7.83226904	 1.38876667	-0.01584672	 117.26932341	 2.12039861	 2.90671467	 0.58147618	 2.30316872	 0.15400931	-0.02513173	 0.00000	 0.00000	
 1.40187	  0.98260	  0.92135	 0.53846	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.39246558	 2.26627310	 3.69507777	 0.55836778	 7.88085107	 1.38679235	-0.01588705	 117.32145916	 2.12401226	 2.90400054	 0.58045419	 2.36082581	 0.14764968	-0.03015249	 0.00000	 0.00000	
 1.04937	  0.98260	  0.92135	 0.51852	 0.00000000	 0.73523927	 2.46919399	 1.33888287	 0.00000000	 0.00000000	 0.00000000	 98.43139845	 2.26447843	 3.68363157	 0.55582942	 7.90128548	 1.38194103	-0.01059129	 117.05595431	 2.11750161	 2.90822132	 0.57998599	 2.30994996	 0.15616678	-0.02022445	 0.00000	 0.00000	
