 0.0000000000  0.1550656306  0.0000000000  0.0000000000
 0.0000000000  0.1744488345  0.0000000000  0.0000000000
 0.0000000000  0.1938320383  0.0000000000  0.0000000000
 0.0000000000  0.1938320383  0.1199610230  0.0000000000
 0.0000000000  0.1938320383  0.1332900255  0.0000000000
 0.0000000000  0.1744488345  0.1332900255  0.0000000000
 0.0000000000  0.0193832038  0.1332900255  0.0000000000
 0.0000000000  0.0000000000  0.1332900255  0.0000000000
 0.0000000000  0.0000000000  0.1199610230  0.0000000000
 0.0000000000  0.0000000000  0.0266580051  0.0000000000
 0.0000000000  0.0000000000  0.0133290026  0.0000000000
 0.0000000000  0.0000000000  0.0000000000  0.0000000000
 0.0037542933  0.0000000000  0.0000000000  0.0000000000
 0.0375429332  0.0000000000  0.0000000000  0.0000000000
 0.1689431996  0.0000000000  0.0000000000  0.0000000000
 0.1877146662  0.0000000000  0.0000000000  0.0000000000
