0	-2.71527  	 (-0.00000  )
1	-1.27205  	 (0.00000   )
2	-1.23362  	 (-0.00000  )
3	-1.09278  	 (0.00000   )
4	-2.48198  	 (-0.00000  )
5	-1.17642  	 (0.00000   )
6	-0.83087  	 (-0.00000  )
7	-1.89587  	 (-0.00000  )
8	-1.28460  	 (0.00000   )
9	-1.98296  	 (0.00000   )
10	-0.82960  	 (0.00000   )
11	-0.68701  	 (0.00000   )
12	-0.88807  	 (0.00000   )
13	-0.97827  	 (0.00000   )
14	-1.06459  	 (-0.00000  )
15	-0.56018  	 (0.00000   )
16	-1.50668  	 (-0.00000  )
17	-1.35446  	 (-0.00000  )
18	-1.14578  	 (-0.00000  )
19	-1.26926  	 (-0.00000  )
20	-0.89574  	 (-0.00000  )
21	-1.57498  	 (-0.00000  )
22	-0.66622  	 (-0.00000  )
23	-0.89135  	 (0.00000   )
24	-2.22232  	 (0.00000   )
25	-1.01837  	 (0.00000   )
26	-2.29389  	 (-0.00000  )
27	-1.57948  	 (-0.00000  )
28	-0.90195  	 (-0.00000  )
29	-1.49114  	 (0.00000   )
30	-0.62835  	 (0.00000   )
31	-1.25886  	 (-0.00000  )
32	-1.56228  	 (-0.00000  )
33	-1.31873  	 (-0.00000  )
34	-0.42995  	 (0.00000   )
35	-0.98939  	 (0.00000   )
36	-0.90641  	 (0.00000   )
37	-0.84865  	 (0.00000   )
38	-1.04672  	 (0.00000   )
39	-2.60140  	 (-0.00000  )
40	-0.53750  	 (0.00000   )
41	-0.87974  	 (-0.00000  )
42	-1.22406  	 (0.00000   )
43	-0.83017  	 (0.00000   )
44	-1.73123  	 (-0.00000  )
45	-1.44565  	 (0.00000   )
46	-1.98271  	 (0.00000   )
47	-0.83365  	 (0.00000   )
48	-1.61615  	 (-0.00000  )
49	-0.99694  	 (0.00000   )
50	-0.57600  	 (-0.00000  )
51	-1.47274  	 (0.00000   )
52	-0.62553  	 (-0.00000  )
53	-1.64476  	 (-0.00000  )
54	-0.85208  	 (0.00000   )
55	-1.35063  	 (-0.00000  )
56	-1.37671  	 (-0.00000  )
57	-0.35367  	 (-0.00000  )
58	-1.30262  	 (-0.00000  )
59	-0.81787  	 (0.00000   )
60	-1.35097  	 (0.00000   )
61	-0.86680  	 (-0.00000  )
62	-1.00427  	 (0.00000   )
63	-1.82177  	 (-0.00000  )
64	-1.37234  	 (-0.00000  )
65	-1.09686  	 (-0.00000  )
66	-0.46632  	 (0.00000   )
67	-0.92147  	 (-0.00000  )
68	-1.60669  	 (0.00000   )
69	-0.55173  	 (0.00000   )
70	-0.78603  	 (-0.00000  )
71	-0.40724  	 (-0.00000  )
72	-0.52414  	 (0.00000   )
73	-0.62516  	 (0.00000   )
74	-0.58408  	 (-0.00000  )
75	-0.73124  	 (-0.00000  )
76	-0.37649  	 (-0.00000  )
77	-1.27385  	 (-0.00000  )
78	-0.27563  	 (-0.00000  )
79	-1.01002  	 (0.00000   )
80	-0.81390  	 (-0.00000  )
81	-0.94084  	 (0.00000   )
82	-2.05953  	 (-0.00000  )
83	-0.76077  	 (0.00000   )
84	-1.15696  	 (-0.00000  )
85	-0.88655  	 (0.00000   )
86	-2.34614  	 (-0.00000  )
87	-2.42442  	 (0.00000   )
88	-0.72818  	 (0.00000   )
89	-1.47426  	 (0.00000   )
90	-2.15758  	 (-0.00000  )
91	-1.29323  	 (-0.00000  )
92	-1.32842  	 (-0.00000  )
93	-0.91916  	 (0.00000   )
94	-0.87369  	 (0.00000   )
95	-0.92638  	 (-0.00000  )
96	-0.56273  	 (-0.00000  )
97	-1.14023  	 (-0.00000  )
98	-0.82511  	 (0.00000   )
99	-1.03648  	 (-0.00000  )
100	-1.81111  	 (-0.00000  )
101	1.20097   	 (0.00000   )
102	-0.97823  	 (0.00000   )
103	-0.73579  	 (-0.00000  )
104	0.64572   	 (-0.00000  )
105	0.76174   	 (-0.00000  )
106	-1.32770  	 (0.00000   )
107	-0.76788  	 (0.00000   )
108	-1.38657  	 (0.00000   )
109	-0.76612  	 (-0.00000  )
110	-0.64175  	 (0.00000   )
111	-0.66624  	 (-0.00000  )
112	-0.62632  	 (0.00000   )
113	-0.23980  	 (-0.00000  )
114	-0.10125  	 (0.00000   )
115	-1.08735  	 (0.00000   )
116	-0.46577  	 (0.00000   )
117	-0.48434  	 (-0.00000  )
118	-0.45074  	 (0.00000   )
119	-0.41285  	 (-0.00000  )
120	-0.98565  	 (0.00000   )
121	-0.90825  	 (0.00000   )
122	-0.87905  	 (-0.00000  )
123	-2.69304  	 (-0.00000  )
124	-0.80194  	 (-0.00000  )
125	-0.77004  	 (0.00000   )
126	-1.38834  	 (0.00000   )
127	-0.81346  	 (0.00000   )
128	-0.58188  	 (-0.00000  )
129	-0.53385  	 (0.00000   )
130	-0.97389  	 (0.00000   )
131	-1.28019  	 (-0.00000  )
132	-1.14895  	 (0.00000   )
