 0.2643548177  0.2643548177  0.2643548177  0.0000000000
 0.2590677213  0.2590677213  0.2590677213  0.0000000000
 0.2379193359  0.2379193359  0.2379193359  0.0000000000
 0.2114838542  0.2114838542  0.2114838542  0.0000000000
 0.1850483724  0.1850483724  0.1850483724  0.0000000000
 0.1586128906  0.1586128906  0.1586128906  0.0000000000
 0.1321774089  0.1321774089  0.1321774089  0.0000000000
 0.1057419271  0.1057419271  0.1057419271  0.0000000000
 0.0793064453  0.0793064453  0.0793064453  0.0000000000
 0.0528709635  0.0528709635  0.0528709635  0.0000000000
 0.0264354818  0.0264354818  0.0264354818  0.0000000000
 0.0000000000  0.0000000000  0.0000000000  0.0000000000
 0.0264354818  0.0000000000  0.0000000000  0.0000000000
 0.0528709635  0.0000000000  0.0000000000  0.0000000000
 0.0793064453  0.0000000000  0.0000000000  0.0000000000
 0.1057419271  0.0000000000  0.0000000000  0.0000000000
 0.1321774089  0.0000000000  0.0000000000  0.0000000000
 0.1586128906  0.0000000000  0.0000000000  0.0000000000
 0.1850483724  0.0000000000  0.0000000000  0.0000000000
 0.2114838542  0.0000000000  0.0000000000  0.0000000000
 0.2379193359  0.0000000000  0.0000000000  0.0000000000
 0.2643548177  0.0000000000  0.0000000000  0.0000000000
 0.2643548177  0.0264354818  0.0000000000  0.0000000000
 0.2643548177  0.0528709635  0.0000000000  0.0000000000
 0.2643548177  0.0793064453  0.0000000000  0.0000000000
 0.2643548177  0.1057419271  0.0000000000  0.0000000000
 0.2643548177  0.1321774089  0.0000000000  0.0000000000
 0.2643548177  0.1586128906  0.0000000000  0.0000000000
 0.2643548177  0.1850483724  0.0000000000  0.0000000000
 0.2643548177  0.2114838542  0.0000000000  0.0000000000
 0.2643548177  0.2379193359  0.0000000000  0.0000000000
 0.2643548177  0.2643548177  0.0000000000  0.0000000000
