0  0.00000  0.00000  0.00000  0.00000
1  0.00000  0.52871  0.00000  0.52871
2  0.00000 -0.52871  0.00000  0.52871
3  0.00000  0.00000  0.52871  0.52871
4  0.52871  0.00000  0.00000  0.52871
5  0.00000  0.00000 -0.52871  0.52871
6 -0.52871  0.00000  0.00000  0.52871
7 -0.52871  0.00000  0.52871  0.74771
8  0.00000 -0.52871  0.52871  0.74771
9 -0.52871  0.00000 -0.52871  0.74771
10  0.00000  0.52871  0.52871  0.74771
11  0.00000 -0.52871 -0.52871  0.74771
12  0.52871  0.00000  0.52871  0.74771
13  0.52871  0.52871  0.00000  0.74771
14  0.00000  0.52871 -0.52871  0.74771
15  0.52871 -0.52871  0.00000  0.74771
16  0.52871  0.00000 -0.52871  0.74771
17 -0.52871  0.52871  0.00000  0.74771
18 -0.52871 -0.52871  0.00000  0.74771
19  0.52871 -0.52871  0.52871  0.91575
20  0.52871 -0.52871 -0.52871  0.91575
21 -0.52871  0.52871  0.52871  0.91575
22  0.52871  0.52871  0.52871  0.91575
23 -0.52871 -0.52871  0.52871  0.91575
24 -0.52871  0.52871 -0.52871  0.91575
25  0.52871  0.52871 -0.52871  0.91575
26 -0.52871 -0.52871 -0.52871  0.91575
27  0.00000 -1.05742  0.00000  1.05742
28 -1.05742  0.00000  0.00000  1.05742
29  0.00000  0.00000 -1.05742  1.05742
30  0.00000  1.05742  0.00000  1.05742
31  1.05742  0.00000  0.00000  1.05742
32  0.00000  0.00000  1.05742  1.05742
33 -1.05742 -0.52871  0.00000  1.18223
34  0.00000  0.52871  1.05742  1.18223
35  0.00000  1.05742 -0.52871  1.18223
36  0.00000  1.05742  0.52871  1.18223
37  0.00000 -0.52871  1.05742  1.18223
38 -1.05742  0.00000 -0.52871  1.18223
39 -1.05742  0.00000  0.52871  1.18223
40  0.00000 -0.52871 -1.05742  1.18223
41  0.00000 -1.05742  0.52871  1.18223
42  0.00000 -1.05742 -0.52871  1.18223
43 -0.52871 -1.05742  0.00000  1.18223
44 -0.52871  1.05742  0.00000  1.18223
45  0.52871 -1.05742  0.00000  1.18223
46  1.05742  0.52871  0.00000  1.18223
47  0.52871  0.00000 -1.05742  1.18223
48  1.05742  0.00000  0.52871  1.18223
49  1.05742  0.00000 -0.52871  1.18223
50  0.52871  0.00000  1.05742  1.18223
51 -0.52871  0.00000  1.05742  1.18223
52 -1.05742  0.52871  0.00000  1.18223
53  0.52871  1.05742  0.00000  1.18223
54  1.05742 -0.52871  0.00000  1.18223
55 -0.52871  0.00000 -1.05742  1.18223
56  0.00000  0.52871 -1.05742  1.18223
57  0.52871  1.05742 -0.52871  1.29507
58  0.52871  0.52871  1.05742  1.29507
59  1.05742 -0.52871  0.52871  1.29507
60 -1.05742 -0.52871  0.52871  1.29507
61 -1.05742  0.52871  0.52871  1.29507
62  0.52871  0.52871 -1.05742  1.29507
63  0.52871  1.05742  0.52871  1.29507
64 -0.52871 -1.05742 -0.52871  1.29507
65 -0.52871  1.05742  0.52871  1.29507
66 -0.52871 -0.52871  1.05742  1.29507
67  1.05742 -0.52871 -0.52871  1.29507
68 -0.52871 -1.05742  0.52871  1.29507
69 -0.52871  1.05742 -0.52871  1.29507
70  0.52871 -1.05742 -0.52871  1.29507
71 -0.52871  0.52871 -1.05742  1.29507
72 -1.05742  0.52871 -0.52871  1.29507
73  0.52871 -1.05742  0.52871  1.29507
74  0.52871 -0.52871  1.05742  1.29507
75 -0.52871  0.52871  1.05742  1.29507
76  1.05742  0.52871 -0.52871  1.29507
77 -0.52871 -0.52871 -1.05742  1.29507
78  0.52871 -0.52871 -1.05742  1.29507
79  1.05742  0.52871  0.52871  1.29507
80 -1.05742 -0.52871 -0.52871  1.29507
81  1.05742  1.05742  0.00000  1.49542
82  0.00000  1.05742 -1.05742  1.49542
83  1.05742 -1.05742  0.00000  1.49542
