#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.074525283058  0.074525283058  0.009995914232  -0.000097056815   0.084424140475  -0.269361768716
1  0.075644912579  0.075644912579  0.009161744893  -0.000956158976   0.083850498496  -0.223285480631
2  0.075879624343  0.075879624343  0.008996470611  -0.001114017647   0.083762077306  -0.214492580577
3  0.075942143520  0.075942143520  0.008784283675  -0.001056920338   0.083669506856  -0.210272374703
4  0.078630017994  0.078630017994  0.010801980644  -0.000136000282   0.089295998356  -0.290236258015
5  0.078783791623  0.078783791623  0.010843734181  -0.000142604281   0.089484921523  -0.291192726162
6  0.079412731071  0.079412731071  0.010357167142  -0.000750286036   0.089019612178  -0.261416684547
7  0.080027496241  0.080027496241  0.009799864330  -0.001044835698   0.088782524872  -0.238236586098
8  0.080169318554  0.080169318554  0.009854317839  -0.001039396894   0.088984239499  -0.239866339808
9  0.080235340858  0.080235340858  0.009654018004  -0.001247925726   0.088641433137  -0.228741539420
10  0.080734258822  0.080734258822  0.009345744477  -0.001465027035   0.088614976263  -0.214445354591
11  0.081324977401  0.081324977401  0.009146243544  -0.001802396818   0.088668824128  -0.199836350810
12  0.082475289529  0.082475289529  0.006025645414  -0.000058413259   0.088442521683  -0.162376741046
13  0.082487017423  0.082487017423  0.005929804601  -0.000043806350   0.088373015673  -0.160166252788
14  0.082568111396  0.082568111396  0.006396865637  -0.000025879871   0.088939097162  -0.173363442082
15  0.082578845340  0.082578845340  0.006045945670  -0.000105935239   0.088518855771  -0.161635999845
16  0.082843683842  0.082843683842  0.011463242879  -0.000178968691   0.094127958030  -0.307060898625
17  0.082885434067  0.082885434067  0.006152319222  -0.000068535484   0.088969217804  -0.165548272800
18  0.082911686411  0.082911686411  0.005949586922  -0.000046840605   0.088814432727  -0.160621991118
19  0.082926938593  0.082926938593  0.005900243172  -0.000049554255   0.088777627510  -0.159205436389
20  0.082933453856  0.082933453856  0.005903182726  -0.000094893784   0.088741742797  -0.158051673693
21  0.083038542107  0.083038542107  0.010066392807  -0.000122332219   0.092982602695  -0.270591810282
22  0.083193498054  0.083193498054  0.011485571525  -0.000229967958   0.094449101620  -0.306280730895
23  0.083343337025  0.083343337025  0.011677911591  -0.000169163130   0.094852085486  -0.313169157881
24  0.084126717910  0.084126717910  0.010879468703  -0.001091555688   0.093914630924  -0.266342816213
25  0.084176922486  0.084176922486  0.009726723371  -0.000983459704   0.092920186153  -0.237916444942
26  0.084196180614  0.084196180614  0.011069392675  -0.001012893175   0.094252680114  -0.273651430490
27  0.084410167672  0.084410167672  0.010448577215  -0.001020278108   0.093838466779  -0.256557218330
28  0.084423097745  0.084423097745  0.009569716900  -0.001145418004   0.092847396641  -0.229236966977
29  0.084687698714  0.084687698714  0.008923287930  -0.001075493351   0.092535493293  -0.213549477405
30  0.084784029357  0.084784029357  0.010672046905  -0.001176289765   0.094279786498  -0.258392845845
31  0.084837669068  0.084837669068  0.010535765884  -0.001343592323   0.094029842629  -0.250131911643
32  0.084895047282  0.084895047282  0.010209514119  -0.001392067037   0.093712494365  -0.239935079545
33  0.085009527918  0.085009527918  0.010574805362  -0.001312697296   0.094271635983  -0.252034927418
34  0.085110095529  0.085110095529  0.010185325156  -0.001535288003   0.093760132682  -0.235379620984
35  0.085522694300  0.085522694300  0.009656190768  -0.001597590141   0.093581294926  -0.219285805086
36  0.086581456951  0.086581456951  0.006726853776  -0.000015040641   0.093293270086  -0.182637831948
37  0.086587797833  0.086587797833  0.006808005086  -0.000039672227   0.093356130692  -0.184175812763
38  0.086594412735  0.086594412735  0.006837480694  -0.000052201912   0.093379691517  -0.184636935031
39  0.086647521408  0.086647521408  0.007048989581  -0.000073866727   0.093622644261  -0.189802858010
40  0.086926671659  0.086926671659  0.011797690355  -0.000180862459   0.098543499556  -0.316110150623
41  0.086986868694  0.086986868694  0.007117779438  -0.000552477483   0.093552170649  -0.178651057626
42  0.087036456996  0.087036456996  0.006828537860  -0.000355263289   0.093509731568  -0.176146863666
43  0.087067415290  0.087067415290  0.011809076255  -0.000185940051   0.098690551494  -0.316281808504
44  0.087094942784  0.087094942784  0.006489926590  -0.000096992549   0.093487876825  -0.173960685372
45  0.087104105842  0.087104105842  0.006457904300  -0.000073599216   0.093488410926  -0.173725879366
46  0.087138148979  0.087138148979  0.007374728996  -0.000353069792   0.094159808183  -0.191069177259
47  0.087288351873  0.087288351873  0.009123333673  -0.000187088924   0.096224596622  -0.243167730366
48  0.087315364010  0.087315364010  0.007281330308  -0.000142688131   0.094454006187  -0.194252447738
49  0.087335751920  0.087335751920  0.006626968184  -0.000109983091   0.093852737014  -0.177336288165
50  0.087350998444  0.087350998444  0.006766187185  -0.000208904530   0.093908281098  -0.178432841233
51  0.087373287175  0.087373287175  0.008620181558  -0.000191301138   0.095802167595  -0.229361636656
