0	-2.15130  	 (-0.00000  )
1	-0.89327  	 (0.00000   )
2	-0.81969  	 (-0.00000  )
3	-0.86340  	 (-0.00000  )
4	-1.61868  	 (-0.00000  )
5	-0.55871  	 (0.00000   )
6	-0.31526  	 (0.00000   )
7	-1.37331  	 (-0.00000  )
8	-1.45212  	 (-0.00000  )
9	-1.07843  	 (-0.00000  )
10	-0.16099  	 (0.00000   )
11	-1.14337  	 (0.00000   )
12	-1.09868  	 (0.00000   )
13	-1.08173  	 (-0.00000  )
14	-1.09839  	 (-0.00000  )
15	-1.14533  	 (-0.00000  )
16	-1.75205  	 (-0.00000  )
17	-0.45830  	 (0.00000   )
18	-0.26233  	 (0.00000   )
19	-0.49966  	 (0.00000   )
20	-0.81193  	 (0.00000   )
21	-1.13756  	 (-0.00000  )
22	-0.35501  	 (0.00000   )
23	-0.00430  	 (-0.00000  )
24	-0.95129  	 (-0.00000  )
25	-0.79243  	 (-0.00000  )
26	-1.58886  	 (0.00000   )
27	-1.06265  	 (-0.00000  )
28	-0.85866  	 (-0.00000  )
29	-0.33002  	 (0.00000   )
30	-0.13798  	 (0.00000   )
31	-0.98638  	 (-0.00000  )
32	-1.08474  	 (-0.00000  )
33	-1.08516  	 (0.00000   )
34	-0.31253  	 (0.00000   )
35	-0.45009  	 (-0.00000  )
36	-0.76147  	 (0.00000   )
37	-0.88492  	 (-0.00000  )
38	-1.01297  	 (0.00000   )
39	-0.87192  	 (-0.00000  )
40	-0.56819  	 (-0.00000  )
41	-0.51374  	 (-0.00000  )
42	-0.48797  	 (-0.00000  )
43	-0.69781  	 (-0.00000  )
44	-1.05382  	 (-0.00000  )
45	-0.98358  	 (-0.00000  )
46	-0.15644  	 (0.00000   )
47	-0.74617  	 (-0.00000  )
48	-0.13223  	 (-0.00000  )
49	-0.91679  	 (0.00000   )
50	-1.16787  	 (-0.00000  )
51	-1.68353  	 (-0.00000  )
52	-0.90084  	 (-0.00000  )
53	-1.11315  	 (0.00000   )
54	-0.20589  	 (0.00000   )
55	-0.96765  	 (-0.00000  )
56	-1.34481  	 (0.00000   )
57	-0.81483  	 (-0.00000  )
58	-1.04629  	 (-0.00000  )
59	-1.01883  	 (0.00000   )
60	-0.62959  	 (-0.00000  )
61	-0.78105  	 (0.00000   )
62	-0.59714  	 (0.00000   )
63	-1.23938  	 (-0.00000  )
64	-0.13343  	 (0.00000   )
65	-1.10023  	 (-0.00000  )
66	-0.98000  	 (0.00000   )
67	-0.11769  	 (-0.00000  )
68	-0.15769  	 (-0.00000  )
69	-0.58773  	 (0.00000   )
70	-0.90786  	 (0.00000   )
71	-0.66540  	 (0.00000   )
72	-0.94259  	 (0.00000   )
