#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.072262472400  0.072262472400  0.008028134191  -0.000043237590   0.080247369001  -0.217280215382
1  0.073003093059  0.073003093059  0.007792408552  -0.000726472147   0.080069029464  -0.192274021914
2  0.073229307601  0.073229307601  0.007681157197  -0.000909796405   0.080000668393  -0.184258207069
3  0.073234593349  0.073234593349  0.007654272310  -0.000897157494   0.079991708165  -0.183870554101
4  0.076694621154  0.076694621154  0.008338167568  -0.000066336395   0.084966452327  -0.225088106773
5  0.077251875019  0.077251875019  0.008262347992  -0.000466600794   0.085047622216  -0.212133195289
6  0.077311816270  0.077311816270  0.008244585834  -0.000481411309   0.085074990796  -0.211246847281
7  0.078034008742  0.078034008742  0.008059338076  -0.000301051918   0.085792294899  -0.211113827955
8  0.078101982341  0.078101982341  0.008170906269  -0.000274707147   0.085998181463  -0.214866632797
9  0.078183743641  0.078183743641  0.007905624987  -0.001205235970   0.084884132658  -0.182326965692
10  0.078374054459  0.078374054459  0.008090688698  -0.000350992630   0.086113750527  -0.210607965578
11  0.078676964881  0.078676964881  0.007726048864  -0.000616164345   0.085786849399  -0.193469911596
12  0.078744726431  0.078744726431  0.007773058509  -0.000663272152   0.085854512788  -0.193467240498
13  0.079059897996  0.079059897996  0.007471365136  -0.000892517303   0.085638745828  -0.179019659896
14  0.079107480674  0.079107480674  0.007699835703  -0.001031041121   0.085776275256  -0.181467236894
15  0.079417800534  0.079417800534  0.006532459585  -0.000752500337   0.085197759782  -0.157280783094
16  0.079496858898  0.079496858898  0.005370682942  -0.000034005921   0.084833535919  -0.145218453081
17  0.079569380316  0.079569380316  0.005435810990  -0.000076150636   0.084929040669  -0.145843861750
18  0.079617087591  0.079617087591  0.005612885177  -0.000124361941   0.085105610827  -0.149350401172
19  0.079980276544  0.079980276544  0.006482608081  -0.000878670557   0.085584214068  -0.152490985555
20  0.080545396761  0.080545396761  0.005409906408  -0.000013680512   0.085941622657  -0.146838861352
