#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.071069950340  0.071069950340  0.006099906849  -0.000000139068   0.077169718122  -0.165983221003
1  0.071574350929  0.071574350929  0.005807516589  -0.000446768592   0.076935098926  -0.145873458057
2  0.071576516013  0.071576516013  0.005799155932  -0.000443440258   0.076932231687  -0.145736521488
3  0.071579244316  0.071579244316  0.005789658505  -0.000441020565   0.076927882256  -0.145543926452
4  0.074218165866  0.074218165866  0.006419619597  -0.000025651396   0.080612134067  -0.173988826298
5  0.074220227285  0.074220227285  0.006415275260  -0.000028564285   0.080606938261  -0.173791347030
6  0.074223669565  0.074223669565  0.006406764210  -0.000029738807   0.080600694968  -0.173527789052
7  0.074538780269  0.074538780269  0.006401609824  -0.000173878533   0.080766511561  -0.169465287261
8  0.074554933448  0.074554933448  0.006367693520  -0.000167757137   0.080754869831  -0.168708948893
9  0.074558723330  0.074558723330  0.006358211161  -0.000166085468   0.080750849024  -0.168496409100
10  0.074846305087  0.074846305087  0.006096873967  -0.000553676124   0.080389502930  -0.150838173761
11  0.074850935077  0.074850935077  0.006080499993  -0.000548484189   0.080382950881  -0.150533894843
12  0.074855629159  0.074855629159  0.006066132094  -0.000545125696   0.080376635556  -0.150234313481
13  0.075245303738  0.075245303738  0.005749624255  -0.000810427410   0.080184500582  -0.134402461022
14  0.075250649638  0.075250649638  0.005727320965  -0.000800161602   0.080177809001  -0.134074904271
15  0.075824416473  0.075824416473  0.005663937033  -0.001196037929   0.080292315578  -0.121577789694
16  0.076409144071  0.076409144071  0.003815449142  -0.000002175220   0.080222417993  -0.103764521999
17  0.076410313030  0.076410313030  0.003812999550  -0.000002190498   0.080221122081  -0.103697449419
18  0.076411312621  0.076411312621  0.003810976214  -0.000002168099   0.080220120736  -0.103643001133
19  0.076523734798  0.076523734798  0.003830982520  -0.000010762691   0.080343954628  -0.103953529870
20  0.076585048214  0.076585048214  0.003850758531  -0.000034419718   0.080401387027  -0.103847921978
21  0.076588900502  0.076588900502  0.003841598507  -0.000032909648   0.080397589361  -0.103639756015
22  0.076593070581  0.076593070581  0.003831554438  -0.000031623108   0.080393001910  -0.103401451376
23  0.076602714683  0.076602714683  0.003863101945  -0.000049646409   0.080416170220  -0.103769463995
24  0.076605889205  0.076605889205  0.003866819076  -0.000053014189   0.080419694092  -0.103778970305
25  0.076655287740  0.076655287740  0.003799614258  -0.000001582499   0.080453319498  -0.103349761393
26  0.076660320716  0.076660320716  0.003791710211  -0.000001389931   0.080450640997  -0.103139921290
27  0.076661302157  0.076661302157  0.003790013590  -0.000001277775   0.080450037972  -0.103096805764
28  0.077369965920  0.077369965920  0.006718536072  -0.000022180561   0.084066321431  -0.182217208357
29  0.077376848175  0.077376848175  0.006706675006  -0.000021687431   0.084061835750  -0.181907870893
30  0.077382567471  0.077382567471  0.006699128946  -0.000018828187   0.084062868230  -0.181780336069
31  0.077617755521  0.077617755521  0.006653086325  -0.000211075339   0.084059766506  -0.175296137724
32  0.077636438231  0.077636438231  0.006608334980  -0.000209415212   0.084035357999  -0.174123565384
33  0.078066338141  0.078066338141  0.006355747941  -0.000629722128   0.083792363954  -0.155813178818
34  0.078129596136  0.078129596136  0.006245563988  -0.000007693279   0.084367466845  -0.169741195012
35  0.078160939238  0.078160939238  0.006380513515  -0.000533670295   0.084007782458  -0.159100789582
36  0.078163774487  0.078163774487  0.006369237366  -0.000530988342   0.084002023511  -0.158866929504
37  0.078170370845  0.078170370845  0.006345840230  -0.000530478290   0.083985732786  -0.158244139914
38  0.078320500495  0.078320500495  0.006370267117  -0.000569727598   0.084121040014  -0.157840801067
39  0.078323269701  0.078323269701  0.006364227268  -0.000571219730   0.084116277240  -0.157635845335
40  0.078324896778  0.078324896778  0.006359856501  -0.000577289599   0.084107463681  -0.157351741009
41  0.078543604299  0.078543604299  0.006198311735  -0.000018363854   0.084723552179  -0.168165033760
42  0.078564701909  0.078564701909  0.006149887191  -0.000016836348   0.084697752752  -0.166888899708
43  0.078646598451  0.078646598451  0.005942844584  -0.000631628032   0.083957815003  -0.144525638075
44  0.078649949166  0.078649949166  0.005932672963  -0.000625613625   0.083957008504  -0.144412514473
45  0.078652015430  0.078652015430  0.005931380474  -0.000623430865   0.083959965039  -0.144436739973
46  0.078844879644  0.078844879644  0.005906554793  -0.000406049722   0.084345384714  -0.149676443680
47  0.078849425907  0.078849425907  0.005890221903  -0.000400652776   0.084338995035  -0.149378861360
48  0.078857149799  0.078857149799  0.005866859355  -0.000399695809   0.084324313346  -0.148769174134
49  0.079098999607  0.079098999607  0.005745853625  -0.000469989127   0.084374864105  -0.143563659203
50  0.079111921710  0.079111921710  0.005712647477  -0.000463179152   0.084361390034  -0.142845382371
51  0.079114982830  0.079114982830  0.005706715133  -0.000464249929   0.084357448033  -0.142654817643
52  0.079662146956  0.079662146956  0.004861319298  -0.000000529410   0.084522936843  -0.132268897948
53  0.079737244379  0.079737244379  0.003884972537  -0.000035602199   0.083586614716  -0.104746756006
54  0.079738024136  0.079738024136  0.003881274953  -0.000034599216   0.083584699873  -0.104673432158
55  0.079740123391  0.079740123391  0.003875003585  -0.000035593936   0.083579533040  -0.104475711732
56  0.079814103037  0.079814103037  0.003853081170  -0.000006939282   0.083660244924  -0.104658905350
57  0.079819592564  0.079819592564  0.003838277156  -0.000006728308   0.083651141412  -0.104261808320
58  0.079849320027  0.079849320027  0.003868355986  -0.000066266230   0.083651409784  -0.103460185196
59  0.079885423592  0.079885423592  0.003939770838  -0.000018115983   0.083807078446  -0.106713718903
60  0.079886123387  0.079886123387  0.003937759764  -0.000019204712   0.083804678439  -0.106629368938
61  0.079886972765  0.079886972765  0.003936502634  -0.000019097125   0.083804378275  -0.106598088290
62  0.079928700300  0.079928700300  0.003917400212  -0.000039206881   0.083806893632  -0.105531070013
