#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.073502026237  0.073502026237  0.008655248417  -0.000061178966   0.082096095688  -0.233856661469
1  0.074377225425  0.074377225425  0.008188413400  -0.000809011637   0.081756627188  -0.200803853137
2  0.074575653785  0.074575653785  0.008082729478  -0.000965821424   0.081692561840  -0.193661031836
3  0.074668332258  0.074668332258  0.007890864810  -0.001008114742   0.081551082325  -0.187289265195
4  0.076861572242  0.076861572242  0.009046182438  -0.000078493917   0.085829260763  -0.244023359412
5  0.076994206971  0.076994206971  0.009044629362  -0.000083390623   0.085955445709  -0.243847851816
6  0.077343901581  0.077343901581  0.008900786146  -0.000453595319   0.085791092407  -0.229859888456
7  0.077855948836  0.077855948836  0.008599614520  -0.000899711068   0.085555852289  -0.209525152798
8  0.077869137013  0.077869137013  0.008552124542  -0.000891769096   0.085529492460  -0.208448996188
9  0.077989121947  0.077989121947  0.008578085486  -0.000884437355   0.085682770078  -0.209354936755
10  0.078604210601  0.078604210601  0.008191141610  -0.001383817041   0.085411535169  -0.185236831759
11  0.079063599594  0.079063599594  0.008129663207  -0.001763431959   0.085429830842  -0.173234064988
12  0.080310336002  0.080310336002  0.009328600297  -0.000101922375   0.089537013924  -0.251070823607
13  0.080503530816  0.080503530816  0.004972922629  -0.000016590596   0.085459862849  -0.134868733478
14  0.080513058232  0.080513058232  0.004951774633  -0.000015955790   0.085448877075  -0.134310540864
15  0.080559515605  0.080559515605  0.005016553670  -0.000032927372   0.085543141902  -0.135611448635
16  0.080569411674  0.080569411674  0.004981782512  -0.000020771326   0.085530422860  -0.134996059782
17  0.080792453650  0.080792453650  0.004944136111  -0.000045405614   0.085691184147  -0.133301315045
18  0.080799588123  0.080799588123  0.004947455714  -0.000029041232   0.085718002605  -0.133836943842
19  0.080811308785  0.080811308785  0.004917010318  -0.000037569500   0.085690749603  -0.132776415867
20  0.080817546580  0.080817546580  0.004919000403  -0.000018431831   0.085718115151  -0.133351331622
21  0.081005472416  0.081005472416  0.009104966156  -0.000429023647   0.089681414924  -0.236084541969
22  0.081128673336  0.081128673336  0.009151356639  -0.000096568930   0.090183461045  -0.246393450257
