0	-0.00138  	0.00194   	-0.00812  	1.96250   	 (-0.00000  )
1	-0.00226  	-0.00376  	0.00801   	1.32720   	 (0.00000   )
2	0.00157   	0.00182   	0.28656   	1.35698   	 (-0.00000  )
3	0.00211   	-0.00001  	-0.28672  	1.35702   	 (0.00000   )
4	0.00740   	-0.00378  	-0.00109  	1.94928   	 (-0.00000  )
5	-0.00399  	0.00212   	0.35079   	1.43036   	 (-0.00000  )
6	-0.00372  	0.00204   	-0.35545  	1.44111   	 (-0.00000  )
7	0.00854   	-0.01181  	0.07161   	1.83809   	 (-0.00000  )
8	0.00352   	-0.00562  	-0.09966  	1.82286   	 (-0.00000  )
9	0.00269   	-0.00286  	0.01763   	1.36914   	 (0.00000   )
10	-0.02222  	0.03175   	-0.01924  	1.32782   	 (-0.00000  )
11	0.00245   	-0.00533  	-0.13516  	1.31799   	 (0.00000   )
12	0.00279   	-0.00552  	0.16643   	1.32325   	 (0.00000   )
13	-0.00076  	-0.00107  	0.00878   	1.34012   	 (-0.00000  )
14	0.00181   	0.00221   	-0.00906  	1.40047   	 (0.00000   )
15	-0.00146  	0.00183   	-0.02342  	1.46887   	 (0.00000   )
16	0.01641   	-0.00605  	0.01642   	1.92893   	 (-0.00000  )
17	-0.00824  	-0.00069  	0.26144   	1.33144   	 (-0.00000  )
18	-0.00699  	-0.00187  	-0.25949  	1.32999   	 (0.00000   )
19	0.00162   	0.00442   	0.01023   	1.40634   	 (0.00000   )
20	0.00060   	-0.00057  	-0.56373  	1.62614   	 (-0.00000  )
21	0.00065   	-0.00070  	0.56243   	1.62409   	 (-0.00000  )
22	-0.00380  	0.00826   	0.08399   	1.46165   	 (0.00000   )
23	0.00484   	-0.00922  	-0.08556  	1.33395   	 (-0.00000  )
24	-0.00650  	-0.00989  	-0.01180  	1.48840   	 (0.00000   )
25	0.00885   	0.01728   	0.01166   	1.29711   	 (-0.00000  )
26	-0.00253  	-0.00252  	-0.57534  	1.57601   	 (0.00000   )
27	-0.00214  	-0.00203  	0.57511   	1.57554   	 (0.00000   )
28	-0.00468  	-0.00125  	-0.02078  	1.87381   	 (-0.00000  )
29	0.00224   	-0.00884  	-0.26328  	1.83570   	 (-0.00000  )
30	0.00001   	-0.00619  	0.24233   	1.83618   	 (-0.00000  )
31	0.08951   	-0.20812  	0.00610   	1.40044   	 (0.00000   )
