#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.074457293416  0.074457293416  0.007708491658  -0.000000235905   0.082165549169  -0.209752430600
1  0.075331070341  0.075331070341  0.007175571909  -0.000731216746   0.081775425504  -0.175359926083
2  0.075472983025  0.075472983025  0.007059361501  -0.000828499078   0.081703845448  -0.169550489736
3  0.075473049904  0.075473049904  0.007059060724  -0.000828922192   0.081703188436  -0.169530791653
4  0.078334021727  0.078334021727  0.008131163064  -0.000007679219   0.086457505572  -0.221051368297
5  0.079000512705  0.079000512705  0.007932816172  -0.000448508531   0.086484820345  -0.203658488922
6  0.079019275314  0.079019275314  0.007885767204  -0.000427379596   0.086477662922  -0.202953168541
7  0.079512130950  0.079512130950  0.008050801920  -0.000141370121   0.087421562750  -0.215226712479
8  0.079514391098  0.079514391098  0.008034341894  -0.000165314258   0.087383418734  -0.214127258610
9  0.079912265752  0.079912265752  0.007171080993  -0.001161483548   0.085921863197  -0.163529559907
10  0.079958067313  0.079958067313  0.007960956406  -0.000383726843   0.087535296877  -0.206187024541
11  0.080263378614  0.080263378614  0.007527417490  -0.000735581093   0.087055215011  -0.184815376919
12  0.080270831641  0.080270831641  0.007522045807  -0.000722912371   0.087069965077  -0.185013939579
13  0.080574741455  0.080574741455  0.007306044471  -0.000981976428   0.086898809499  -0.172086745159
14  0.080656103783  0.080656103783  0.007275429857  -0.001060577656   0.086870955983  -0.169114829168
15  0.081361858955  0.081361858955  0.006478328009  -0.001157595983   0.086682590981  -0.144784567464
16  0.081460937343  0.081460937343  0.004608539900  -0.000002511311   0.086066965931  -0.125336486340
17  0.081535390550  0.081535390550  0.004736317076  -0.000066717218   0.086204990408  -0.127066349565
18  0.081542842240  0.081542842240  0.004723002929  -0.000066832526   0.086199012643  -0.126700915319
19  0.081662237948  0.081662237948  0.005411305490  -0.000503827636   0.086569715802  -0.133539342886
20  0.082318844238  0.082318844238  0.004832414160  -0.000042782543   0.087108475855  -0.130332581786
21  0.082328628993  0.082328628993  0.004817114773  -0.000043360075   0.087102383691  -0.129900548574
22  0.082442988875  0.082442988875  0.004803307402  -0.000035533250   0.087210763027  -0.129737809554
23  0.082455833575  0.082455833575  0.004778508429  -0.000009722176   0.087224619828  -0.129765350252
24  0.082565402508  0.082565402508  0.004916586270  -0.000088440791   0.087393547987  -0.131380597872
25  0.082608028613  0.082608028613  0.004955337407  -0.000143045398   0.087420320622  -0.130949202764
26  0.082640802887  0.082640802887  0.004798074282  -0.000024903475   0.087413973694  -0.129884660085
27  0.082644229363  0.082644229363  0.004790322669  -0.000026172148   0.087408379884  -0.129639205498
28  0.083043289473  0.083043289473  0.008243812379  -0.000058984954   0.091228116899  -0.222720613008
29  0.083209192991  0.083209192991  0.008374301519  -0.000095289855   0.091488204655  -0.225283497988
30  0.083213862452  0.083213862452  0.008364608933  -0.000093758541   0.091484712844  -0.225061418353
31  0.083962518899  0.083962518899  0.008207813275  -0.000410005682   0.091760326492  -0.212189261543
32  0.083979876231  0.083979876231  0.008144538368  -0.000459801552   0.091664613047  -0.209112447375
33  0.084018295716  0.084018295716  0.008026331955  -0.000481276416   0.091563351255  -0.205311524276
34  0.084108971062  0.084108971062  0.008169956658  -0.000442098729   0.091836828992  -0.210285833267
35  0.084130604051  0.084130604051  0.007745472475  -0.000886472058   0.090989604468  -0.186643003942
36  0.084166926941  0.084166926941  0.008061355742  -0.000595247615   0.091633035068  -0.203163254684
37  0.084647181233  0.084647181233  0.008018864025  -0.000477305698   0.092188739560  -0.205216360250
38  0.084719518933  0.084719518933  0.007458722709  -0.001090885654   0.091087355988  -0.173277761250
39  0.084720899722  0.084720899722  0.007480631705  -0.001118801961   0.091082729466  -0.173114293891
40  0.084921897484  0.084921897484  0.007140950979  -0.000953980766   0.091108867697  -0.168356121250
41  0.085018826485  0.085018826485  0.007657763966  -0.000623810204   0.092052780247  -0.191403729404
42  0.085069180678  0.085069180678  0.007921426507  -0.000019500402   0.092971106783  -0.215022472021
43  0.085498736237  0.085498736237  0.007726725740  -0.000636368077   0.092589093900  -0.192938558520
44  0.085506668597  0.085506668597  0.007704818986  -0.000654629061   0.092556858522  -0.191845538130
45  0.085563015775  0.085563015775  0.008003389704  -0.000209005684   0.093357399795  -0.212096101318
46  0.085649880631  0.085649880631  0.005690019074  -0.000002499128   0.091337400577  -0.154765380261
47  0.085764572970  0.085764572970  0.006412852997  -0.000569774814   0.091607651152  -0.158998337663
48  0.085772892943  0.085772892943  0.006389989796  -0.000560564257   0.091602318481  -0.158626830101
49  0.085910000259  0.085910000259  0.007724023278  -0.000764616983   0.092869406554  -0.189375188450
50  0.085915816653  0.085915816653  0.007354216783  -0.000480524158   0.092789509278  -0.187042799490
51  0.086086608265  0.086086608265  0.007376949171  -0.000845894529   0.092617662907  -0.177719140277
52  0.086089324987  0.086089324987  0.007314214268  -0.000812359561   0.092591179694  -0.176924569174
53  0.086231293989  0.086231293989  0.005753803785  -0.000665637367   0.091319460407  -0.138456131657
54  0.086315110144  0.086315110144  0.005335469414  -0.000172064882   0.091478514677  -0.140503466104
55  0.086317849112  0.086317849112  0.005356391065  -0.000189208339   0.091485031837  -0.140606276010
